plume_id,ok,safe,tile,sensing,out_abs,out_rel,shift_row_px,shift_col_px,missing_bands,idx,reason,ref,row,col,h,w
GAO20240509t183050p0000-G,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SER_20240510T002045.SAFE,T13SER,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183050p0000-G/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183050p0000-G/s2_-7.tif,158.0,0.0,"B09,B10",1796,,,,,,
GAO20240509t184851p0000-A,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t184851p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t184851p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1803,,,,,,
GAO20240509t183855p0000-B,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1798,,,,,,
GAO20240509t184851p0000-B,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t184851p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t184851p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1804,,,,,,
GAO20240509t183855p0000-F,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",1802,,,,,,
GAO20240509t183855p0000-A,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1797,,,,,,
GAO20240509t183855p0000-D,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",1800,,,,,,
GAO20240509t183050p0000-F,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183050p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183050p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",1795,,,,,,
GAO20240509t183050p0000-D,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183050p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183050p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",1794,,,,,,
GAO20240509t183855p0000-E,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",1801,,,,,,
GAO20240509t183855p0000-C,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t183855p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1799,,,,,,
GAO20240509t185655p0000-C,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1806,,,,,,
GAO20240509t185655p0000-B,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1805,,,,,,
GAO20240514t152310p0000-F,0,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,,,,,,,,1817,exception:Read failed. See previous exception for details.,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE/T13SFR_20240509T172901_B11_20m.jp2,,,,
GAO20240509t185655p0000-F,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",1809,,,,,,
GAO20240509t185655p0000-D,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",1807,,,,,,
GAO20240509t185655p0000-H,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-H/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-H/s2_-7.tif,0.0,0.0,"B09,B10",1810,,,,,,
GAO20240509t185655p0000-E,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t185655p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",1808,,,,,,
GAO20240509t191500p0000-C,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t191500p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t191500p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1813,,,,,,
GAO20240509t190640p0000-B,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t190640p0000-B/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t190640p0000-B/s2_-7.tif,0.0,0.0,"B09,B10",1811,,,,,,
GAO20240509t190640p0000-E,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SES_20240510T002045.SAFE,T13SES,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240509t190640p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240509t190640p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",1812,,,,,,
GAO20240514t152310p0000-P,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-P/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-P/s2_-7.tif,0.0,0.0,"B09,B10",1824,,,,,,
GAO20240514t152310p0000-R,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-R/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-R/s2_-7.tif,0.0,0.0,"B09,B10",1825,,,,,,
GAO20240514t152310p0000-C,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1814,,,,,,
GAO20240514t152310p0000-N,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-N/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-N/s2_-7.tif,0.0,0.0,"B09,B10",1822,,,,,,
GAO20240514t152310p0000-M,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-M/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-M/s2_-7.tif,0.0,0.0,"B09,B10",1821,,,,,,
GAO20240514t152310p0000-O,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-O/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-O/s2_-7.tif,0.0,0.0,"B09,B10",1823,,,,,,
GAO20240514t152310p0000-D,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",1815,,,,,,
GAO20240514t152310p0000-S,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-S/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-S/s2_-7.tif,0.0,0.0,"B09,B10",1826,,,,,,
GAO20240514t152310p0000-G,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-G/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-G/s2_-7.tif,0.0,0.0,"B09,B10",1818,,,,,,
GAO20240514t152310p0000-H,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-H/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-H/s2_-7.tif,0.0,0.0,"B09,B10",1819,,,,,,
GAO20240514t152310p0000-K,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-K/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-K/s2_-7.tif,0.0,0.0,"B09,B10",1820,,,,,,
GAO20240514t152310p0000-E,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t152310p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",1816,,,,,,
GAO20240514t153940p0000-E,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",1837,,,,,,
GAO20240514t153110p0000-A,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1827,,,,,,
GAO20240514t153110p0000-G,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-G/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-G/s2_-7.tif,0.0,0.0,"B09,B10",1830,,,,,,
GAO20240514t153110p0000-H,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-H/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-H/s2_-7.tif,0.0,0.0,"B09,B10",1831,,,,,,
GAO20240514t153110p0000-L,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-L/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-L/s2_-7.tif,0.0,0.0,"B09,B10",1834,,,,,,
GAO20240514t153110p0000-F,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",1829,,,,,,
GAO20240514t153940p0000-D,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-D/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-D/s2_-7.tif,0.0,0.0,"B09,B10",1836,,,,,,
GAO20240514t153110p0000-I,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-I/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-I/s2_-7.tif,0.0,0.0,"B09,B10",1832,,,,,,
GAO20240514t153940p0000-G,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-G/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-G/s2_-7.tif,0.0,0.0,"B09,B10",1838,,,,,,
GAO20240514t153110p0000-J,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-J/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-J/s2_-7.tif,0.0,0.0,"B09,B10",1833,,,,,,
GAO20240514t153110p0000-M,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-M/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-M/s2_-7.tif,0.0,0.0,"B09,B10",1835,,,,,,
GAO20240514t153110p0000-C,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153110p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1828,,,,,,
GAO20240514t153940p0000-P,0,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,,,,,,,,1843,exception:Read failed. See previous exception for details.,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE/T13SFR_20240509T172901_B11_20m.jp2,,,,
GAO20240514t154756p0000-F,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-F/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-F/s2_-7.tif,0.0,0.0,"B09,B10",1848,,,,,,
GAO20240514t153940p0000-H,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-H/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-H/s2_-7.tif,0.0,0.0,"B09,B10",1839,,,,,,
GAO20240514t154756p0000-A,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1845,,,,,,
GAO20240514t153940p0000-K,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-K/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-K/s2_-7.tif,0.0,0.0,"B09,B10",1841,,,,,,
GAO20240514t153940p0000-Q,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-Q/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-Q/s2_-7.tif,0.0,0.0,"B09,B10",1844,,,,,,
GAO20240514t154756p0000-C,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-C/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-C/s2_-7.tif,0.0,0.0,"B09,B10",1846,,,,,,
GAO20240514t154756p0000-E,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-E/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-E/s2_-7.tif,0.0,0.0,"B09,B10",1847,,,,,,
GAO20240514t153940p0000-I,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-I/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-I/s2_-7.tif,0.0,0.0,"B09,B10",1840,,,,,,
GAO20240514t154756p0000-H,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-H/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-H/s2_-7.tif,0.0,0.0,"B09,B10",1850,,,,,,
GAO20240514t153940p0000-N,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-N/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t153940p0000-N/s2_-7.tif,0.0,0.0,"B09,B10",1842,,,,,,
GAO20240514t154756p0000-G,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-G/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-G/s2_-7.tif,0.0,0.0,"B09,B10",1849,,,,,,
GAO20240514t155616p0000-G,0,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,,,,,,,,1857,exception:Read failed. See previous exception for details.,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE/T13SFR_20240509T172901_B11_20m.jp2,,,,
GAO20240514t154756p0000-I,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-I/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-I/s2_-7.tif,0.0,0.0,"B09,B10",1851,,,,,,
GAO20240514t154756p0000-J,0,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,,,,,,,,1852,exception:Read failed. See previous exception for details.,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE/T13SFR_20240509T172901_B11_20m.jp2,,,,
GAO20240514t155616p0000-P,0,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,,,,,,,,1862,exception:Read failed. See previous exception for details.,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE/T13SFR_20240509T172901_B11_20m.jp2,,,,
GAO20240514t154756p0000-R,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-R/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-R/s2_-7.tif,0.0,0.0,"B09,B10",1855,,,,,,
GAO20240514t155616p0000-L,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-L/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-L/s2_-7.tif,0.0,0.0,"B09,B10",1860,,,,,,
GAO20240514t154756p0000-N,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-N/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t154756p0000-N/s2_-7.tif,0.0,0.0,"B09,B10",1853,,,,,,
GAO20240514t155616p0000-I,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-I/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-I/s2_-7.tif,0.0,0.0,"B09,B10",1858,,,,,,
GAO20240514t160455p0000-U,0,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,,,,,,,,1869,exception:Read failed. See previous exception for details.,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE/T13SFR_20240509T172901_B11_20m.jp2,,,,
GAO20240514t155616p0000-M,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-M/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-M/s2_-7.tif,0.0,0.0,"B09,B10",1861,,,,,,
GAO20240514t160455p0000-K,0,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,,,,,,,,1868,exception:Read failed. See previous exception for details.,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s2_-7/S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE/T13SFR_20240509T172901_B11_20m.jp2,,,,
GAO20240514t155616p0000-A,1,S2A_MSIL2A_20240509T172901_N0510_R055_T13SFR_20240510T002045.SAFE,T13SFR,20240509T172901,/data2/yuyao/methane_emission/carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-A/s2_-7.tif,carbon_mapper_data/CM_S2_L2A/GAO20240514t155616p0000-A/s2_-7.tif,0.0,0.0,"B09,B10",1856,,,,,,
