plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,s2_path
tan20250214t041136c00s4001-E,25.91005056293852,104.51216916328023,2025-02-14T04:11:36+00,Coal Mining (1B1a),CH4,mfa,"[104.49441123026784, 25.896331028931037, 104.52835039280971, 25.927128382712425]",tan,first_light,2025-05-28 17:05:51.890505+00:00,2025-05-28 17:05:52.137693+00:00,v3,3.17.0,38.37362601879894,standard_sensitivity,15.16652564144192,,,4.648148148148148,1.9686761722173205,186.4851562969197,45.20985693563815,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-E/tan20250214t041136c00s4001-E_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-E/tan20250214t041136c00s4001-E_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-E/tan20250214t041136c00s4001-E_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-E/tan20250214t041136c00s4001-E_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-E/tan20250214t041136c00s4001-E_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t041136c00s4001-E/s2.tif
tan20250214t041136c00s4001-F,25.77173493032717,104.43148618202332,2025-02-14T04:11:36+00,Coal Mining (1B1a),CH4,mfa,"[104.41419286252948, 25.76168361591289, 104.4480924041049, 25.792209942928682]",tan,first_light,2025-05-28 17:05:51.890505+00:00,2025-05-28 17:05:52.242164+00:00,v3,3.17.0,38.37362601879894,standard_sensitivity,15.16652564144192,,,6.064814814814814,0.638419043553267,220.65270805159884,7.325638579534581,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-F/tan20250214t041136c00s4001-F_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-F/tan20250214t041136c00s4001-F_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-F/tan20250214t041136c00s4001-F_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-F/tan20250214t041136c00s4001-F_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-F/tan20250214t041136c00s4001-F_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t041136c00s4001-F/s2.tif
tan20250214t041136c00s4001-G,25.72093805250624,104.40252838684228,2025-02-14T04:11:36+00,Coal Mining (1B1a),CH4,mfa,"[104.38543621992581, 25.7095592513176, 104.41932086734698, 25.740085559002033]",tan,first_light,2025-05-28 17:05:51.890505+00:00,2025-05-28 17:05:52.322944+00:00,v3,3.17.0,38.37362601879894,standard_sensitivity,15.16652564144192,2632.552397394621,521.762601038705,6.425925925925925,0.2771598064276991,223.00101701768256,3.742655354048437,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-G/tan20250214t041136c00s4001-G_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-G/tan20250214t041136c00s4001-G_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-G/tan20250214t041136c00s4001-G_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-G/tan20250214t041136c00s4001-G_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t041136c00s4001-G/tan20250214t041136c00s4001-G_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t041136c00s4001-G/s2.tif
tan20250214t070933c00s4001-B,61.48513998365149,70.15070645843599,2025-02-14T07:09:33+00,Oil & Gas (1B2),CH4,mfa,"[70.11267261977186, 61.466167505267904, 70.17692783302552, 61.496845665136675]",tan,first_light,2025-03-16 07:19:19.130220+00:00,2025-03-25 22:32:55.723914+00:00,v3,3.17.0,40.65909664645098,standard_sensitivity,29.271481116133263,,,0.2129629629629629,0.1367113246317907,86.72849383495533,70.97056296272005,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-B/tan20250214t070933c00s4001-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-B/tan20250214t070933c00s4001-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-B/tan20250214t070933c00s4001-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-B/tan20250214t070933c00s4001-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-B/tan20250214t070933c00s4001-B_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t070933c00s4001-B/s2.tif
tan20250214t070933c00s4001-C,61.46710745231314,70.11029110790594,2025-02-14T07:09:33+00,Oil & Gas (1B2),CH4,mfa,"[70.0696532272725, 61.44308063891865, 70.13498815086828, 61.4742971577869]",tan,first_light,2025-03-16 07:19:19.214108+00:00,2025-03-25 22:32:56.792979+00:00,v3,3.17.0,40.65909664645098,standard_sensitivity,29.271481116133263,,,0.4166666666666667,0.0988618356669565,78.36304852128369,48.32332951361193,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-C/tan20250214t070933c00s4001-C_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-C/tan20250214t070933c00s4001-C_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-C/tan20250214t070933c00s4001-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-C/tan20250214t070933c00s4001-C_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-C/tan20250214t070933c00s4001-C_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t070933c00s4001-C/s2.tif
tan20250214t070933c00s4001-D,61.46193606349965,70.12091800919737,2025-02-14T07:09:33+00,Oil & Gas (1B2),CH4,mfa,"[70.0696532272725, 61.44308063891865, 70.13498815086828, 61.4742971577869]",tan,first_light,2025-03-16 07:19:19.290654+00:00,2025-03-25 22:32:57.301726+00:00,v3,3.17.0,40.65909664645098,standard_sensitivity,29.271481116133263,,,0.4166666666666667,0.0988618356669565,78.36304852128369,48.32332951361193,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-D/tan20250214t070933c00s4001-D_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-D/tan20250214t070933c00s4001-D_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-D/tan20250214t070933c00s4001-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-D/tan20250214t070933c00s4001-D_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-D/tan20250214t070933c00s4001-D_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t070933c00s4001-D/s2.tif
tan20250214t070933c00s4001-E,61.4455620316148,70.1027164258559,2025-02-14T07:09:33+00,Oil & Gas (1B2),CH4,mfa,"[70.05954309780499, 61.42699898700762, 70.12371804023907, 61.45767736296945]",tan,first_light,2025-03-16 07:19:19.374791+00:00,2025-03-25 22:32:57.810943+00:00,v3,3.17.0,40.65909664645098,standard_sensitivity,29.271481116133263,,,0.4166666666666667,0.0988618356669565,78.36304852128369,48.32332951361193,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-E/tan20250214t070933c00s4001-E_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-E/tan20250214t070933c00s4001-E_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-E/tan20250214t070933c00s4001-E_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-E/tan20250214t070933c00s4001-E_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-E/tan20250214t070933c00s4001-E_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t070933c00s4001-E/s2.tif
tan20250214t070933c00s4001-F,61.40633091648729,70.27304985917277,2025-02-14T07:09:33+00,Oil & Gas (1B2),CH4,mfa,"[70.22466216116514, 61.39301195127383, 70.28989219283957, 61.42395944242825]",tan,first_light,2025-03-16 07:19:19.456132+00:00,2025-03-25 22:33:44.877200+00:00,v3,3.17.0,40.65909664645098,standard_sensitivity,29.271481116133263,,,0.287037037037037,0.0692899516069248,89.34333114330236,13.940007588358792,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-F/tan20250214t070933c00s4001-F_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-F/tan20250214t070933c00s4001-F_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-F/tan20250214t070933c00s4001-F_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-F/tan20250214t070933c00s4001-F_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-F/tan20250214t070933c00s4001-F_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t070933c00s4001-F/s2.tif
tan20250214t070933c00s4001-G,61.45564860848279,70.10247344234324,2025-02-14T07:09:33+00,Oil & Gas (1B2),CH4,mfa,"[70.06797505064664, 61.44336304329553, 70.13274706086598, 61.474310459743975]",tan,first_light,2025-03-16 07:19:19.550798+00:00,2025-03-25 23:31:56.784644+00:00,v3,3.17.0,40.65909664645098,standard_sensitivity,29.271481116133263,,,0.4166666666666667,0.0988618356669565,78.36304852128369,48.32332951361193,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-G/tan20250214t070933c00s4001-G_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-G/tan20250214t070933c00s4001-G_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-G/tan20250214t070933c00s4001-G_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-G/tan20250214t070933c00s4001-G_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t070933c00s4001-G/tan20250214t070933c00s4001-G_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t070933c00s4001-G/s2.tif
tan20250214t150904c00s4001-A,9.67852439912224,-63.47420137178719,2025-02-14T15:09:04+00,Oil & Gas (1B2),CH4,mfa,"[-63.52309174986339, 9.648437851811957, -63.46794613535333, 9.702799022130268]",tan,first_light,2025-03-16 15:19:15.802222+00:00,2025-03-25 22:32:12.824431+00:00,v3,3.0.1,36.24523554155533,standard_sensitivity,2.12607753815787,7109.380116885986,1227.4021335252032,5.416666666666667,0.1635511271542199,64.33336342205959,0.9428249972875716,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-A/tan20250214t150904c00s4001-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-A/tan20250214t150904c00s4001-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-A/tan20250214t150904c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-A/tan20250214t150904c00s4001-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-A/tan20250214t150904c00s4001-A_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t150904c00s4001-A/s2.tif
tan20250214t150904c00s4001-B,9.854404241062056,-63.339486855466674,2025-02-14T15:09:04+00,Oil & Gas (1B2),CH4,mfa,"[-63.40734978260141, 9.800339424664104, -63.331041001701784, 9.875796503517595]",tan,first_light,2025-03-16 15:19:15.879901+00:00,2025-03-25 22:32:13.389619+00:00,v3,3.0.1,36.24523554155533,standard_sensitivity,2.12607753815787,7797.120590520599,443.075233972245,4.879629629629629,0.1309457002197309,60.333465001594206,1.6997666645134557,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-B/tan20250214t150904c00s4001-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-B/tan20250214t150904c00s4001-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-B/tan20250214t150904c00s4001-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-B/tan20250214t150904c00s4001-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-B/tan20250214t150904c00s4001-B_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t150904c00s4001-B/s2.tif
tan20250214t150904c00s4001-C,9.728113849967867,-63.463020234657705,2025-02-14T15:09:04+00,Oil & Gas (1B2),CH4,mfa,"[-63.48240006894606, 9.713778946609823, -63.45166776510459, 9.744069266890241]",tan,first_light,2025-03-16 15:19:15.961283+00:00,2025-03-25 22:32:14.255448+00:00,v3,3.0.1,36.24523554155533,standard_sensitivity,2.12607753815787,1542.512229785087,292.79942756760994,5.537037037037038,0.2057973219527114,63.33329571956082,1.2472560687808596,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-C/tan20250214t150904c00s4001-C_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-C/tan20250214t150904c00s4001-C_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-C/tan20250214t150904c00s4001-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-C/tan20250214t150904c00s4001-C_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-C/tan20250214t150904c00s4001-C_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t150904c00s4001-C/s2.tif
tan20250214t150904c00s4001-D,9.64971934516366,-63.5086240086202,2025-02-14T15:09:04+00,Oil & Gas (1B2),CH4,mfa,"[-63.5274037019917, 9.633401958116309, -63.49667888846292, 9.663692149704564]",tan,first_light,2025-03-16 15:19:16.049862+00:00,2025-03-25 22:32:45.353133+00:00,v3,3.0.1,36.24523554155533,standard_sensitivity,2.12607753815787,1940.0089526548984,409.2648050007905,5.416666666666667,0.1635511271542199,64.33336342205959,0.9428249972875716,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-D/tan20250214t150904c00s4001-D_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-D/tan20250214t150904c00s4001-D_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-D/tan20250214t150904c00s4001-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-D/tan20250214t150904c00s4001-D_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-D/tan20250214t150904c00s4001-D_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t150904c00s4001-D/s2.tif
tan20250214t150904c00s4001-E,9.648332182426543,-63.5116281324657,2025-02-14T15:09:04+00,Oil & Gas (1B2),CH4,mfa,"[-63.5274037019917, 9.633401958116309, -63.49667888846292, 9.663692149704564]",tan,first_light,2025-03-16 15:19:15.706080+00:00,2025-03-25 22:30:34.461755+00:00,v3,3.0.1,36.24523554155533,standard_sensitivity,2.12607753815787,,,5.416666666666667,0.1635511271542199,64.33336342205959,0.9428249972875716,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-E/tan20250214t150904c00s4001-E_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-E/tan20250214t150904c00s4001-E_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-E/tan20250214t150904c00s4001-E_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-E/tan20250214t150904c00s4001-E_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/14/tan20250214t150904c00s4001-E/tan20250214t150904c00s4001-E_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250214t150904c00s4001-E/s2.tif
tan20250215t050213c00s4001-A,38.39401850292887,91.4177385592714,2025-02-15T05:02:13+00,Oil & Gas (1B2),CH4,mfa,"[91.38830237924054, 38.378604562636006, 91.42822438782481, 38.409623991699746]",tan,first_light,2025-03-17 05:19:15.104953+00:00,2025-03-25 22:33:16.714995+00:00,v3,3.17.0,40.283552085709424,standard_sensitivity,29.20301024212663,365.557378302132,235.3559540652922,0.8703703703703703,0.321817540684866,132.80146443496358,73.18083251859949,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/15/tan20250215t050213c00s4001-A/tan20250215t050213c00s4001-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/15/tan20250215t050213c00s4001-A/tan20250215t050213c00s4001-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/15/tan20250215t050213c00s4001-A/tan20250215t050213c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/15/tan20250215t050213c00s4001-A/tan20250215t050213c00s4001-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/15/tan20250215t050213c00s4001-A/tan20250215t050213c00s4001-A_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250215t050213c00s4001-A/s2.tif
tan20250219t052440c00s4001-A,53.80663231876983,88.0561961195732,2025-02-19T05:24:40+00,Coal Mining (1B1a),CH4,mfa,"[88.00455256462625, 53.79823231797758, 88.092157621669, 53.85021178568866]",tan,first_light,2025-03-21 06:19:24.699760+00:00,2025-03-25 23:32:01.818969+00:00,v3,3.17.0,45.36984066646671,standard_sensitivity,28.05002489586458,,,0.3333333333333333,0.1262794601572764,146.32919230897136,12.696856238029325,ecmwf_ifs,Tanager,Planet Labs Inc.,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/19/tan20250219t052440c00s4001-A/tan20250219t052440c00s4001-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/19/tan20250219t052440c00s4001-A/tan20250219t052440c00s4001-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/02/19/tan20250219t052440c00s4001-A/tan20250219t052440c00s4001-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/19/tan20250219t052440c00s4001-A/tan20250219t052440c00s4001-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/02/19/tan20250219t052440c00s4001-A/tan20250219t052440c00s4001-A_l3a-vis-ch4-mfa-v3_rgb.png,carbon_mapper_data/CM_S2_L2A/tan20250219t052440c00s4001-A/s2.tif
