nm/Band,Pan,Coastal (MS7),Blue (MS4),Green (MS3),Yellow (MS6),Red (MS2),Red Edge (MS5),NIR1 (MS1),NIR2 (MS8),SWIR1,SWIR2,SWIR3,SWIR4,SWIR5,SWIR6,SWIR7,SWIR8,,Inputs:,
681,0.946786398,5.38E-08,2.45E-07,3.22E-06,1.08E-06,0.997795504,6.38E-05,2.02E-06,3.43E-07,0,0,0,0,0,0,0,0,,,
682,0.939696768,1.02E-07,2.84E-07,3.35E-06,1.03E-06,1,8.84E-05,2.12E-06,1.39E-06,0,0,0,0,0,0,0,0,,,
683,0.932276124,2.29E-07,3.27E-07,3.74E-06,1.03E-06,0.998589459,0.000122685,2.29E-06,1.70E-06,0,0,0,0,0,0,0,0,,,
684,0.933521097,2.30E-07,3.92E-07,3.89E-06,9.89E-07,0.992640667,0.00016969,2.27E-06,1.88E-10,0,0,0,0,0,0,0,0,,,
685,0.936453714,1.65E-07,3.96E-07,3.99E-06,9.65E-07,0.971426649,0.000234957,2.40E-06,7.96E-07,0,0,0,0,0,0,0,0,,,
686,0.93949182,1.42E-07,4.03E-07,4.03E-06,9.90E-07,0.929668868,0.00032491,2.52E-06,1.18E-06,0,0,0,0,0,0,0,0,,,
687,0.941927702,8.69E-08,3.71E-07,4.03E-06,9.62E-07,0.857784711,0.000450804,2.52E-06,1.50E-07,0,0,0,0,0,0,0,0,,,
688,0.94426344,1.96E-07,2.60E-07,3.86E-06,8.60E-07,0.746713906,0.000626368,2.66E-06,2.77E-07,0,0,0,0,0,0,0,0,,,
689,0.948615554,2.09E-07,3.87E-07,3.53E-06,8.93E-07,0.619011926,0.000872097,2.79E-06,3.58E-07,0,0,0,0,0,0,0,0,,,
690,0.953271465,2.99E-08,7.16E-07,3.09E-06,7.90E-07,0.469352023,0.001229772,2.83E-06,5.17E-08,0,0,0,0,0,0,0,0,,,
691,0.958450202,5.78E-08,1.10E-06,2.58E-06,7.85E-07,0.3377189,0.001758361,3.00E-06,1.12E-07,0,0,0,0,0,0,0,0,,,
692,0.963537804,2.88E-07,1.38E-06,2.06E-06,8.49E-07,0.228876564,0.00254062,3.22E-06,8.96E-07,0,0,0,0,0,0,0,0,,,
693,0.968636888,4.91E-07,1.08E-06,1.47E-06,6.90E-07,0.146230437,0.00376645,3.22E-06,1.06E-06,0,0,0,0,0,0,0,0,,,
694,0.9713116,3.13E-07,6.10E-07,1.14E-06,5.51E-07,0.096619471,0.00568116,3.39E-06,6.33E-08,0,0,0,0,0,0,0,0,,,
695,0.974363485,1.74E-07,4.11E-07,9.30E-07,6.08E-07,0.060715463,0.008802775,3.58E-06,5.27E-07,0,0,0,0,0,0,0,0,,,
696,0.977316526,2.35E-07,1.71E-07,6.87E-07,7.11E-07,0.041686381,0.013939988,3.63E-06,1.19E-06,0,0,0,0,0,0,0,0,,,
697,0.977960017,3.52E-07,9.47E-08,4.81E-07,6.17E-07,0.027014361,0.02241133,3.77E-06,7.60E-07,0,0,0,0,0,0,0,0,,,
698,0.978703634,3.36E-07,1.89E-07,3.97E-07,5.52E-07,0.018865593,0.042747368,3.89E-06,4.10E-07,0,0,0,0,0,0,0,0,,,
699,0.982268252,1.54E-07,1.77E-07,3.15E-07,5.07E-07,0.013093896,0.069919526,4.02E-06,9.76E-07,0,0,0,0,0,0,0,0,,,
700,0.985923005,1.13E-07,1.49E-07,2.32E-07,4.93E-07,0.009254615,0.11112626,4.12E-06,5.86E-07,0,0,0,0,0,0,0,0,,,
701,0.989054008,3.61E-07,1.47E-07,1.82E-07,5.70E-07,0.006486017,0.1757241,4.35E-06,2.07E-07,0,0,0,0,0,0,0,0,,,
702,0.992190274,4.57E-07,2.33E-07,1.78E-07,6.29E-07,0.004608121,0.267722239,4.57E-06,2.26E-07,0,0,0,0,0,0,0,0,,,
703,0.994796276,2.76E-07,2.87E-07,1.54E-07,6.26E-07,0.003262128,0.380959569,4.55E-06,1.87E-10,0,0,0,0,0,0,0,0,,,
704,0.99561978,2.06E-07,1.16E-07,1.19E-07,6.75E-07,0.002379464,0.51865799,4.73E-06,1.73E-06,0,0,0,0,0,0,0,0,,,
705,0.997199334,1.37E-07,2.37E-07,5.30E-08,8.01E-07,0.0017607,0.648627398,5.02E-06,2.43E-06,0,0,0,0,0,0,0,0,,,
706,0.998886422,9.30E-08,4.44E-07,8.25E-08,7.44E-07,0.001301025,0.769455413,5.06E-06,5.45E-07,0,0,0,0,0,0,0,0,,,
707,0.999390454,1.60E-07,4.94E-07,9.18E-08,5.92E-07,0.000966106,0.862117265,5.15E-06,4.79E-09,0,0,0,0,0,0,0,0,,,
708,1,1.50E-07,4.82E-07,6.25E-08,5.73E-07,0.000728416,0.924526063,5.33E-06,1.05E-06,0,0,0,0,0,0,0,0,,,
709,0.99938524,8.32E-08,5.37E-07,7.41E-08,5.26E-07,0.000559194,0.965839137,5.57E-06,3.26E-06,0,0,0,0,0,0,0,0,,,
710,0.998504378,9.99E-08,5.62E-07,4.25E-08,4.42E-07,0.000437422,0.98376335,5.80E-06,2.29E-06,0,0,0,0,0,0,0,0,,,
711,0.997725439,2.70E-08,5.82E-07,4.22E-08,4.50E-07,0.000349934,0.993443259,5.95E-06,1.84E-10,0,0,0,0,0,0,0,0,,,
712,0.996940801,3.42E-08,6.65E-07,7.37E-08,5.20E-07,0.000283079,0.994193338,6.09E-06,1.48E-06,0,0,0,0,0,0,0,0,,,
713,0.995935779,8.74E-08,8.51E-07,7.79E-08,4.96E-07,0.000229411,0.992842711,6.31E-06,2.86E-06,0,0,0,0,0,0,0,0,,,
714,0.994089769,1.24E-07,1.05E-06,7.45E-08,3.92E-07,0.000186856,0.98961857,6.46E-06,1.37E-06,0,0,0,0,0,0,0,0,,,
715,0.991730824,3.60E-07,1.12E-06,6.21E-08,3.90E-07,0.000153239,0.986363039,6.81E-06,1.83E-10,0,0,0,0,0,0,0,0,,,
716,0.989258617,3.44E-07,9.24E-07,6.17E-08,4.64E-07,0.000126078,0.983410219,7.16E-06,1.96E-07,0,0,0,0,0,0,0,0,,,
717,0.988059654,1.51E-07,6.14E-07,9.84E-08,5.15E-07,0.000103858,0.982267879,7.32E-06,1.36E-06,0,0,0,0,0,0,0,0,,,
718,0.986850126,1.26E-07,4.33E-07,5.97E-08,5.73E-07,8.51E-05,0.981667499,7.56E-06,1.46E-06,0,0,0,0,0,0,0,0,,,
719,0.986809689,1.18E-07,3.17E-07,2.20E-08,6.05E-07,6.95E-05,0.980525106,7.85E-06,2.96E-07,0,0,0,0,0,0,0,0,,,
720,0.986884129,1.82E-07,2.06E-07,7.49E-08,6.16E-07,5.75E-05,0.979476128,8.09E-06,1.84E-10,0,0,0,0,0,0,0,0,,,
721,0.986955221,1.43E-07,2.14E-07,1.10E-07,5.98E-07,4.85E-05,0.979488708,8.27E-06,1.63E-06,0,0,0,0,0,0,0,0,,,
722,0.987022965,6.82E-08,2.48E-07,7.61E-08,5.46E-07,4.04E-05,0.980539034,8.57E-06,1.61E-06,0,0,0,0,0,0,0,0,,,
723,0.987193868,1.62E-08,1.49E-07,3.86E-08,4.46E-07,3.34E-05,0.981916987,8.96E-06,3.83E-08,0,0,0,0,0,0,0,0,,,
724,0.985961568,5.52E-08,4.64E-08,6.13E-08,5.76E-07,2.92E-05,0.983508137,9.28E-06,6.54E-07,0,0,0,0,0,0,0,0,,,
725,0.984122271,1.21E-07,8.69E-08,7.29E-08,7.78E-07,2.67E-05,0.98546168,9.62E-06,9.06E-07,0,0,0,0,0,0,0,0,,,
726,0.98217094,1.79E-07,1.18E-07,5.59E-08,8.02E-07,2.33E-05,0.988148786,9.98E-06,2.72E-07,0,0,0,0,0,0,0,0,,,
727,0.980955583,1.17E-07,7.89E-08,3.35E-08,6.08E-07,1.86E-05,0.991019638,1.06E-05,6.71E-07,0,0,0,0,0,0,0,0,,,
728,0.979626769,5.48E-08,6.43E-08,3.13E-08,5.16E-07,1.54E-05,0.99326357,1.14E-05,2.26E-06,0,0,0,0,0,0,0,0,,,
729,0.979240079,3.04E-08,1.07E-07,3.26E-08,5.38E-07,1.44E-05,0.995766624,1.24E-05,1.50E-06,0,0,0,0,0,0,0,0,,,
730,0.978856089,2.14E-10,7.67E-08,3.85E-08,5.28E-07,1.34E-05,0.997920653,1.35E-05,3.28E-08,0,0,0,0,0,0,0,0,,,
731,0.977409585,1.68E-07,9.60E-08,6.65E-08,6.00E-07,1.17E-05,0.998935273,1.51E-05,2.25E-06,0,0,0,0,0,0,0,0,,,
732,0.976062859,1.60E-07,1.45E-07,8.56E-08,5.82E-07,9.66E-06,1,1.73E-05,1.96E-06,0,0,0,0,0,0,0,0,,,
733,0.974499827,7.85E-08,1.08E-07,1.15E-07,4.91E-07,8.15E-06,0.999090474,1.96E-05,6.44E-08,0,0,0,0,0,0,0,0,,,
734,0.974408191,2.47E-07,8.85E-08,7.19E-08,6.41E-07,7.31E-06,0.996746535,2.27E-05,5.57E-08,0,0,0,0,0,0,0,0,,,
735,0.974443681,1.93E-07,1.51E-07,1.39E-08,8.59E-07,6.56E-06,0.989472507,2.66E-05,1.33E-06,0,0,0,0,0,0,0,0,,,
736,0.9744763,2.50E-09,1.12E-07,4.33E-08,8.34E-07,6.17E-06,0.977856002,3.09E-05,1.13E-06,0,0,0,0,0,0,0,0,,,
737,0.97408445,4.48E-08,2.06E-08,4.58E-08,8.21E-07,5.78E-06,0.951836968,3.57E-05,1.86E-10,0,0,0,0,0,0,0,0,,,
738,0.973794849,1.47E-07,3.07E-08,2.77E-08,8.22E-07,5.09E-06,0.914104008,4.11E-05,9.75E-08,0,0,0,0,0,0,0,0,,,
739,0.974545581,3.76E-07,5.31E-08,6.45E-08,7.15E-07,4.19E-06,0.855264113,4.75E-05,8.88E-07,0,0,0,0,0,0,0,0,,,
740,0.975293869,3.09E-07,6.93E-08,8.29E-08,6.47E-07,3.55E-06,0.777953426,5.52E-05,6.62E-07,0,0,0,0,0,0,0,0,,,
741,0.97540651,6.20E-08,1.30E-07,8.17E-08,7.38E-07,3.63E-06,0.675996734,6.42E-05,3.35E-08,0,0,0,0,0,0,0,0,,,
742,0.975621905,1.38E-08,1.09E-07,1.05E-07,7.79E-07,3.79E-06,0.554394143,7.59E-05,2.21E-07,0,0,0,0,0,0,0,0,,,
743,0.975285125,5.02E-07,5.37E-08,9.22E-08,7.01E-07,3.33E-06,0.433604627,9.07E-05,6.82E-07,0,0,0,0,0,0,0,0,,,
744,0.973157353,6.54E-07,4.12E-08,9.15E-08,7.02E-07,2.97E-06,0.313759432,0.000111208,4.45E-07,0,0,0,0,0,0,0,0,,,
745,0.972602402,2.56E-07,6.37E-08,1.76E-07,7.32E-07,2.94E-06,0.220910301,0.000139533,2.30E-08,0,0,0,0,0,0,0,0,,,
746,0.972141208,8.70E-08,4.96E-08,2.49E-07,7.64E-07,2.54E-06,0.148756121,0.000176752,5.46E-08,0,0,0,0,0,0,0,0,,,
747,0.969675026,2.23E-07,8.30E-08,2.62E-07,7.88E-07,2.57E-06,0.098823841,0.000230674,1.49E-07,0,0,0,0,0,0,0,0,,,
748,0.967315912,3.71E-07,8.52E-08,3.66E-07,7.33E-07,3.12E-06,0.066379667,0.000305589,8.15E-08,0,0,0,0,0,0,0,0,,,
749,0.966381243,3.39E-07,9.19E-08,4.23E-07,7.96E-07,2.84E-06,0.044822313,0.000411794,1.49E-08,0,0,0,0,0,0,0,0,,,
750,0.965438319,3.53E-07,1.26E-07,5.37E-07,8.94E-07,2.24E-06,0.029190881,0.000562832,9.74E-08,0,0,0,0,0,0,0,0,,,
751,0.964069975,6.79E-07,1.88E-07,5.38E-07,9.18E-07,1.94E-06,0.020271551,0.000771062,6.37E-08,0,0,0,0,0,0,0,0,,,
752,0.96269456,7.20E-07,1.35E-07,6.68E-07,1.03E-06,2.09E-06,0.014332071,0.001065453,1.77E-10,0,0,0,0,0,0,0,0,,,
753,0.96010062,6.18E-07,1.53E-07,7.85E-07,9.85E-07,2.73E-06,0.010288687,0.001457118,1.76E-10,0,0,0,0,0,0,0,0,,,
754,0.958375835,7.26E-07,2.47E-07,7.57E-07,1.16E-06,2.26E-06,0.007464962,0.001969813,7.58E-07,0,0,0,0,0,0,0,0,,,
755,0.957894373,4.93E-07,2.91E-07,7.25E-07,1.47E-06,1.73E-06,0.00547448,0.002655116,7.11E-07,0,0,0,0,0,0,0,0,,,
756,0.957512109,4.21E-07,1.49E-07,6.38E-07,1.50E-06,1.77E-06,0.004061772,0.003473081,2.89E-07,0,0,0,0,0,0,0,0,,,
757,0.95733267,7.07E-07,2.59E-07,5.34E-07,1.61E-06,1.70E-06,0.003038201,0.004553857,1.91E-07,0,0,0,0,0,0,0,0,,,
758,0.957236457,4.62E-07,2.96E-07,5.41E-07,1.77E-06,1.64E-06,0.002296683,0.006015078,1.07E-06,0,0,0,0,0,0,0,0,,,
759,0.956450735,2.72E-07,1.29E-07,5.40E-07,1.74E-06,1.84E-06,0.001733698,0.007920719,8.16E-07,0,0,0,0,0,0,0,0,,,
760,0.955659615,2.63E-07,1.50E-07,4.79E-07,1.87E-06,2.44E-06,0.001309605,0.010390383,7.97E-08,0,0,0,0,0,0,0,0,,,
761,0.95444921,4.15E-07,1.16E-07,4.73E-07,1.98E-06,2.39E-06,0.001017767,0.013801402,3.15E-08,0,0,0,0,0,0,0,0,,,
762,0.953130703,5.58E-07,7.19E-08,4.83E-07,2.18E-06,1.81E-06,0.00080099,0.018370949,3.37E-07,0,0,0,0,0,0,0,0,,,
763,0.951964105,4.19E-07,7.21E-08,3.38E-07,2.38E-06,1.67E-06,0.000619732,0.027815498,3.34E-07,0,0,0,0,0,0,0,0,,,
764,0.950218438,2.41E-07,1.19E-07,3.70E-07,2.45E-06,1.43E-06,0.000482406,0.038575015,2.28E-07,0,0,0,0,0,0,0,0,,,
765,0.948672053,3.74E-07,1.96E-07,4.61E-07,2.63E-06,1.81E-06,0.000381057,0.058831192,2.40E-07,0,0,0,0,0,0,0,0,,,
766,0.947221166,3.95E-07,1.31E-07,4.50E-07,2.88E-06,2.08E-06,0.000304391,0.085411569,1.14E-06,0,0,0,0,0,0,0,0,,,
767,0.945557401,6.54E-07,7.42E-08,5.27E-07,3.03E-06,1.58E-06,0.000244592,0.133887411,1.34E-06,0,0,0,0,0,0,0,0,,,
768,0.944123591,7.23E-07,1.93E-07,4.90E-07,3.12E-06,1.23E-06,0.000198517,0.196499653,5.34E-07,0,0,0,0,0,0,0,0,,,
769,0.94416027,8.48E-07,1.45E-07,4.20E-07,3.39E-06,1.13E-06,0.000162242,0.287361189,3.55E-07,0,0,0,0,0,0,0,0,,,
770,0.944296332,9.60E-07,1.18E-07,2.70E-07,3.96E-06,1.99E-06,0.000133381,0.396166212,1.12E-06,0,0,0,0,0,0,0,0,,,
771,0.94299462,1.03E-06,1.75E-07,2.78E-07,4.75E-06,2.19E-06,0.00011069,0.508420316,3.35E-06,0,0,0,0,0,0,0,0,,,
772,0.941792196,1.16E-06,1.38E-07,2.65E-07,5.06E-06,1.28E-06,9.19E-05,0.623124806,1.74E-06,0,0,0,0,0,0,0,0,,,
773,0.942147725,1.60E-06,3.69E-08,2.05E-07,4.37E-06,1.23E-06,7.70E-05,0.719886383,3.46E-08,0,0,0,0,0,0,0,0,,,
774,0.942822884,1.63E-06,2.47E-08,1.69E-07,5.12E-06,1.53E-06,6.46E-05,0.805451119,1.66E-10,0,0,0,0,0,0,0,0,,,
775,0.94288055,1.56E-06,8.23E-08,1.56E-07,6.76E-06,1.69E-06,5.45E-05,0.870880799,3.02E-06,0,0,0,0,0,0,0,0,,,
776,0.942935638,1.51E-06,1.46E-07,1.25E-07,6.76E-06,1.58E-06,4.60E-05,0.924662553,1.77E-06,0,0,0,0,0,0,0,0,,,
777,0.944116727,1.89E-06,1.98E-07,1.51E-07,7.40E-06,1.35E-06,3.93E-05,0.961080036,1.66E-10,0,0,0,0,0,0,0,0,,,
778,0.945143979,1.85E-06,1.40E-07,1.73E-07,8.09E-06,1.72E-06,3.41E-05,0.986778791,9.02E-08,0,0,0,0,0,0,0,0,,,
779,0.9431221,1.60E-06,3.03E-07,1.02E-07,8.24E-06,1.78E-06,2.92E-05,0.99721228,1.69E-07,0,0,0,0,0,0,0,0,,,
780,0.941096451,1.72E-06,4.77E-07,1.19E-07,8.48E-06,1.38E-06,2.50E-05,1,3.63E-07,0,0,0,0,0,0,0,0,,,
781,0.939885029,2.16E-06,9.69E-07,1.67E-07,8.09E-06,1.10E-06,2.16E-05,0.998648313,5.05E-07,0,0,0,0,0,0,0,0,,,
782,0.938565801,3.18E-06,1.43E-06,1.26E-07,8.01E-06,1.65E-06,1.88E-05,0.994373238,5.83E-07,0,0,0,0,0,0,0,0,,,
783,0.936828081,4.73E-06,2.55E-06,6.44E-08,9.21E-06,2.08E-06,1.64E-05,0.990009731,6.01E-07,0,0,0,0,0,0,0,0,,,
784,0.933645757,6.94E-06,3.94E-06,1.06E-07,1.09E-05,1.39E-06,1.43E-05,0.985712719,5.20E-07,0,0,0,0,0,0,0,0,,,
785,0.930962621,9.39E-06,4.81E-06,1.47E-07,9.85E-06,9.29E-07,1.25E-05,0.981800565,1.67E-07,0,0,0,0,0,0,0,0,,,
786,0.928167686,1.09E-05,5.20E-06,6.86E-08,1.01E-05,1.61E-06,1.11E-05,0.977692102,3.92E-08,0,0,0,0,0,0,0,0,,,
787,0.92626953,1.15E-05,6.37E-06,6.83E-08,1.24E-05,1.93E-06,9.77E-06,0.973532737,1.15E-07,0,0,0,0,0,0,0,0,,,
788,0.924743602,8.12E-06,5.61E-06,1.09E-07,1.57E-05,1.53E-06,8.60E-06,0.968822751,4.92E-08,0,0,0,0,0,0,0,0,,,
789,0.924358718,1.11E-05,3.98E-06,1.52E-07,2.60E-05,1.32E-06,7.38E-06,0.962251197,8.57E-07,0,0,0,0,0,0,0,0,,,
790,0.923970716,1.26E-05,2.93E-06,1.08E-07,3.22E-05,1.02E-06,6.49E-06,0.955366057,1.58E-06,0,0,0,0,0,0,0,0,,,
791,0.923680053,1.27E-05,1.78E-06,8.00E-08,5.46E-05,9.66E-07,5.93E-06,0.948232162,6.49E-07,0,0,0,0,0,0,0,0,,,
792,0.923486712,1.23E-05,1.56E-06,5.82E-08,7.60E-05,1.04E-06,5.20E-06,0.941012254,3.62E-08,0,0,0,0,0,0,0,0,,,
793,0.917598893,1.11E-05,1.90E-06,4.61E-08,0.000118361,6.88E-07,4.68E-06,0.935461773,1.43E-06,0,0,0,0,0,0,0,0,,,
794,0.880926937,1.04E-05,2.53E-06,1.15E-07,0.000181664,4.85E-07,4.29E-06,0.930837334,1.53E-06,0,0,0,0,0,0,0,0,,,
795,0.843792308,1.06E-05,3.39E-06,1.22E-07,0.000274374,6.06E-07,3.83E-06,0.926106504,4.38E-07,0,0,0,0,0,0,0,0,,,
796,0.806682314,1.05E-05,4.09E-06,1.38E-07,0.00034615,5.10E-07,3.40E-06,0.921617698,1.83E-07,0,0,0,0,0,0,0,0,,,
797,0.769585015,1.19E-05,4.43E-06,1.23E-07,0.000463558,3.20E-07,3.13E-06,0.918815642,9.64E-07,0,0,0,0,0,0,0,0,,,
798,0.722013102,2.72E-05,6.80E-06,9.09E-08,0.000586866,2.94E-07,2.77E-06,0.916768388,7.90E-07,0,0,0,0,0,0,0,0,,,
799,0.623916805,2.68E-05,5.29E-06,4.93E-08,0.000709839,5.84E-08,2.52E-06,0.915873927,7.96E-07,0,0,0,0,0,0,0,0,,,
800,0.525529432,4.44E-05,5.07E-06,1.09E-08,0.000823789,2.50E-07,2.41E-06,0.915329585,4.57E-07,0,0,0,0,0,0,0,0,,,
801,0.426339703,4.82E-05,4.35E-06,2.32E-09,0.001102749,7.63E-07,2.30E-06,0.914263248,4.73E-07,0,0,0,0,0,0,0,0,,,
802,0.327060087,5.28E-05,3.58E-06,1.08E-09,0.001513397,5.26E-07,2.23E-06,0.913359275,2.53E-07,0,0,0,0,0,0,0,0,,,
803,0.239591764,5.71E-05,3.09E-06,4.10E-08,0.002370387,1.92E-07,1.85E-06,0.914350966,7.79E-07,0,0,0,0,0,0,0,0,,,
804,0.202234275,5.74E-05,3.16E-06,4.50E-08,0.00372916,4.89E-07,1.77E-06,0.915332987,5.55E-07,0,0,0,0,0,0,0,0,,,
805,0.164608042,5.07E-05,1.31E-06,3.74E-08,0.005672511,9.38E-07,1.71E-06,0.915310199,9.83E-08,0,0,0,0,0,0,0,0,,,
806,0.126882146,6.05E-05,1.32E-06,6.41E-08,0.00738492,6.38E-07,1.49E-06,0.915050963,1.13E-07,0,0,0,0,0,0,0,0,,,
807,0.087961567,5.68E-05,3.81E-06,6.00E-08,0.006711943,2.03E-07,1.51E-06,0.913587362,6.25E-07,0,0,0,0,0,0,0,0,,,
808,0.05266994,5.01E-05,3.42E-06,3.56E-08,0.004354988,3.17E-07,1.44E-06,0.911804716,5.44E-07,0,0,0,0,0,0,0,0,,,
809,0.040740812,4.05E-05,3.70E-06,1.16E-06,0.002762978,8.75E-07,1.30E-06,0.90907402,4.73E-07,0,0,0,0,0,0,0,0,,,
810,0.033673151,4.26E-05,3.58E-06,8.39E-06,0.001555916,1.46E-06,1.19E-06,0.905588559,1.43E-07,0,0,0,0,0,0,0,0,,,
811,0.021745018,4.36E-05,1.06E-06,1.36E-05,0.000918579,5.90E-07,9.90E-07,0.903036454,1.97E-07,0,0,0,0,0,0,0,0,,,
812,0.013097705,3.60E-05,1.76E-06,8.22E-06,0.000585721,4.81E-08,1.02E-06,0.900353244,1.40E-06,0,0,0,0,0,0,0,0,,,
813,0.007646384,3.90E-05,2.94E-06,1.31E-06,0.000375501,5.04E-08,9.25E-07,0.897435135,1.04E-06,0,0,0,0,0,0,0,0,,,
814,0.004076027,3.17E-05,4.44E-06,2.65E-08,0.000275639,5.69E-07,8.94E-07,0.894194174,5.00E-07,0,0,0,0,0,0,0,0,,,
815,0.003131683,3.26E-05,2.48E-06,3.65E-08,0.000231997,9.14E-07,8.22E-07,0.889897071,1.73E-07,0,0,0,0,0,0,0,0,,,
816,0.00244116,4.43E-05,1.07E-06,5.87E-08,0.000186143,5.52E-07,7.44E-07,0.88546765,2.47E-06,0,0,0,0,0,0,0,0,,,
817,0.001919894,3.61E-05,3.54E-06,2.18E-08,0.00015844,1.39E-07,6.50E-07,0.881932841,1.22E-06,0,0,0,0,0,0,0,0,,,
818,0.001514638,3.64E-05,2.83E-06,5.01E-09,0.000128414,5.21E-08,5.69E-07,0.878645286,1.06E-07,0,0,0,0,0,0,0,0,,,
819,0.001202824,2.98E-05,2.35E-06,2.47E-08,0.000121193,3.61E-07,4.27E-07,0.874154858,1.41E-10,0,0,0,0,0,0,0,0,,,
820,0.000970723,2.61E-05,2.47E-06,9.94E-09,0.000126491,4.76E-07,5.40E-07,0.869703178,6.69E-07,0,0,0,0,0,0,0,0,,,
821,0.000784722,1.59E-05,1.31E-06,4.61E-08,0.000130381,5.62E-07,6.15E-07,0.868078752,5.39E-07,0,0,0,0,0,0,0,0,,,
822,0.000635911,2.02E-05,2.31E-06,2.33E-08,9.70E-05,1.65E-07,5.72E-07,0.867308036,1.22E-07,0,0,0,0,0,0,0,0,,,
823,0.000522131,2.23E-05,1.42E-06,2.49E-09,7.01E-05,7.12E-08,3.80E-07,0.866641994,6.96E-07,0,0,0,0,0,0,0,0,,,
824,0.000430245,3.24E-05,2.36E-06,6.57E-11,5.34E-05,7.83E-07,2.76E-07,0.866174856,6.69E-07,0,0,0,0,0,0,0,0,,,
825,0.000357885,1.65E-05,2.36E-06,9.91E-09,4.33E-05,4.11E-07,3.69E-07,0.866191262,5.00E-07,0,0,0,0,0,0,0,0,,,
826,0.000296989,1.70E-05,2.44E-06,1.74E-08,3.42E-05,1.08E-07,4.70E-07,0.866303277,1.05E-06,0,0,0,0,0,0,0,0,,,
827,0.000248174,1.59E-05,1.95E-06,4.10E-08,2.99E-05,3.33E-08,4.30E-07,0.867062532,4.56E-07,0,0,0,0,0,0,0,0,,,
828,0.00020774,1.57E-05,1.93E-06,5.96E-08,1.91E-05,2.73E-07,3.74E-07,0.868175377,5.01E-07,0,0,0,0,0,0,0,0,,,
829,0.000177311,1.82E-05,1.85E-06,3.74E-08,1.17E-05,6.90E-07,3.07E-07,0.867908088,1.51E-07,0,0,0,0,0,0,0,0,,,
830,0.00015129,2.40E-05,1.27E-06,6.18E-08,9.93E-06,3.95E-07,3.31E-07,0.867268176,7.74E-07,0,0,0,0,0,0,0,0,,,
831,0.000128408,2.45E-05,2.38E-06,4.32E-08,1.20E-05,7.90E-08,4.07E-07,0.86412678,9.30E-07,0,0,0,0,0,0,0,0,,,
832,0.000108033,1.56E-05,4.32E-06,1.72E-08,1.03E-05,2.94E-08,3.50E-07,0.86075675,1.55E-06,0,0,0,0,0,0,0,0,,,
833,9.27E-05,1.73E-05,2.02E-05,1.39E-07,8.48E-06,4.63E-07,4.40E-07,0.858439335,1.02E-06,0,0,0,0,0,0,0,0,,,
834,7.91E-05,1.45E-05,4.06E-05,4.22E-08,6.61E-06,4.09E-07,1.42E-07,0.855967299,7.45E-07,0,0,0,0,0,0,0,0,,,
835,6.79E-05,2.14E-05,5.42E-05,1.52E-08,4.89E-06,3.90E-07,1.29E-07,0.852764912,3.29E-06,0,0,0,0,0,0,0,0,,,
836,5.87E-05,2.03E-05,5.96E-05,1.60E-08,4.83E-06,3.12E-07,1.88E-07,0.849745956,4.78E-06,0,0,0,0,0,0,0,0,,,
837,5.17E-05,1.89E-05,6.11E-05,5.23E-08,6.28E-06,6.04E-07,2.00E-07,0.845931041,3.67E-06,0,0,0,0,0,0,0,0,,,
838,4.53E-05,2.01E-05,6.09E-05,1.51E-07,5.70E-06,9.55E-07,2.39E-07,0.841838008,3.27E-06,0,0,0,0,0,0,0,0,,,
839,3.86E-05,1.42E-05,6.79E-05,7.23E-08,6.86E-06,5.38E-07,2.70E-07,0.837911147,1.19E-05,0,0,0,0,0,0,0,0,,,
840,3.42E-05,1.60E-05,7.75E-05,8.62E-08,7.53E-06,3.42E-07,3.59E-07,0.834055221,1.73E-05,0,0,0,0,0,0,0,0,,,
841,3.05E-05,1.39E-05,8.65E-05,9.43E-08,8.19E-06,6.89E-07,2.45E-07,0.830534201,1.53E-05,0,0,0,0,0,0,0,0,,,
842,2.62E-05,1.89E-05,9.52E-05,4.22E-08,8.21E-06,8.70E-07,2.61E-07,0.827058606,2.45E-05,0,0,0,0,0,0,0,0,,,
843,2.32E-05,1.78E-05,0.00010912,3.50E-09,7.14E-06,9.02E-07,1.90E-07,0.822313594,4.06E-05,0,0,0,0,0,0,0,0,,,
844,2.04E-05,7.58E-06,0.000124276,7.97E-08,7.12E-06,1.92E-07,4.86E-08,0.817223381,6.04E-05,0,0,0,0,0,0,0,0,,,
845,1.79E-05,4.32E-06,0.000134185,1.66E-07,8.52E-06,7.34E-11,8.52E-08,0.811548827,8.64E-05,0,0,0,0,0,0,0,0,,,
846,1.63E-05,7.20E-06,0.00014199,3.62E-08,8.47E-06,2.31E-07,3.11E-07,0.805865672,0.000126345,0,0,0,0,0,0,0,0,,,
847,2.24E-05,7.78E-06,0.000139452,1.29E-07,9.94E-06,1.11E-06,3.42E-07,0.797954585,0.000192928,0,0,0,0,0,0,0,0,,,
848,3.94E-05,2.73E-05,0.000141736,2.71E-06,8.16E-06,5.43E-06,7.72E-06,0.789844658,0.004046847,0,0,0,0,0,0,0,0,,,
849,3.88E-05,2.74E-05,0.000141158,3.39E-06,7.10E-06,9.57E-06,1.01E-05,0.782736649,0.004507025,0,0,0,0,0,0,0,0,,,
850,3.86E-05,2.92E-05,0.000149751,3.62E-06,6.28E-06,7.84E-06,8.17E-06,0.775662965,0.005001546,0,0,0,0,0,0,0,0,,,
