nm/Band,Pan,Coastal (MS7),Blue (MS4),Green (MS3),Yellow (MS6),Red (MS2),Red Edge (MS5),NIR1 (MS1),NIR2 (MS8),SWIR1,SWIR2,SWIR3,SWIR4,SWIR5,SWIR6,SWIR7,SWIR8,,Inputs:,
1018,5.96E-07,4.01E-07,1.99E-07,1.69E-07,5.44E-08,1.07E-07,1.51E-07,2.23E-06,0.155044942,0,0,0,0,0,0,0,0,,,
1019,4.85E-07,4.76E-07,1.57E-07,1.64E-07,4.02E-08,4.46E-08,1.43E-07,2.18E-06,0.15307879,0,0,0,0,0,0,0,0,,,
1020,4.75E-07,3.07E-07,1.56E-07,2.33E-07,5.85E-08,3.89E-08,1.49E-07,2.66E-06,0.150834686,0,0,0,0,0,0,0,0,,,
1021,5.88E-07,3.09E-07,1.77E-07,2.23E-07,4.88E-08,3.52E-08,1.20E-07,2.60E-06,0.147264503,0,0,0,0,0,0,0,0,,,
1022,4.66E-07,3.21E-07,1.53E-07,2.53E-07,5.88E-08,8.84E-08,2.09E-07,2.33E-06,0.143951921,0,0,0,0,0,0,0,0,,,
1023,3.41E-07,2.93E-07,1.86E-07,2.03E-07,3.16E-08,1.43E-08,1.71E-07,2.33E-06,0.141908405,0,0,0,0,0,0,0,0,,,
1024,4.95E-07,3.49E-07,1.25E-07,1.75E-07,4.69E-08,3.88E-08,1.64E-07,2.05E-06,0.13967121,0,0,0,0,0,0,0,0,,,
1025,4.65E-07,3.53E-07,1.38E-07,1.39E-07,6.29E-08,1.24E-07,1.23E-07,1.97E-06,0.136628797,0,0,0,0,0,0,0,0,,,
1026,5.31E-07,3.57E-07,1.68E-07,1.57E-07,5.05E-08,9.09E-08,1.90E-07,1.11E-06,0.133729692,0,0,0,0,0,0,0,0,,,
1027,5.15E-07,2.60E-07,1.41E-07,2.07E-07,2.92E-08,2.46E-08,1.25E-07,1.65E-06,0.131548112,0,0,0,0,0,0,0,0,,,
1028,4.47E-07,3.32E-07,1.83E-07,2.23E-07,3.66E-08,2.23E-08,1.88E-07,1.68E-06,0.129217917,0,0,0,0,0,0,0,0,,,
1029,4.37E-07,3.30E-07,1.30E-07,2.02E-07,4.34E-08,2.72E-08,1.87E-07,1.65E-06,0.126130069,0,0,0,0,0,0,0,0,,,
1030,5.19E-07,2.44E-07,1.32E-07,2.19E-07,2.25E-08,6.62E-08,1.73E-07,1.59E-06,0.123162088,0,0,0,0,0,0,0,0,,,
1031,4.41E-07,2.41E-07,1.01E-07,2.02E-07,4.29E-08,7.09E-08,1.59E-07,1.57E-06,0.120665264,0,0,0,0,0,0,0,0,,,
1032,5.57E-07,2.97E-07,1.26E-07,1.78E-07,5.71E-08,3.39E-08,1.56E-07,1.44E-06,0.117628252,0,0,0,0,0,0,0,0,,,
1033,4.57E-07,2.49E-07,7.43E-08,1.64E-07,4.76E-08,1.04E-07,1.52E-07,1.42E-06,0.112497389,0,0,0,0,0,0,0,0,,,
1034,5.26E-07,1.37E-07,1.02E-07,1.29E-07,1.57E-08,1.00E-07,9.78E-08,1.26E-06,0.106937854,0,0,0,0,0,0,0,0,,,
1035,4.82E-07,1.54E-07,9.31E-08,1.41E-07,1.68E-08,7.70E-08,1.33E-07,1.21E-06,0.099907959,0,0,0,0,0,0,0,0,,,
1036,5.50E-07,2.92E-07,1.04E-07,1.29E-07,2.89E-08,4.79E-08,1.39E-07,6.87E-07,0.091718628,0,0,0,0,0,0,0,0,,,
1037,6.58E-07,2.06E-07,6.51E-08,1.72E-07,3.48E-08,5.68E-08,1.36E-07,6.64E-07,0.079365237,0,0,0,0,0,0,0,0,,,
1038,4.93E-07,1.58E-07,7.08E-08,1.61E-07,4.94E-08,8.55E-09,7.97E-08,7.61E-07,0.066901861,0,0,0,0,0,0,0,0,,,
1039,4.77E-07,1.53E-07,7.53E-08,1.62E-07,3.49E-08,2.42E-08,7.35E-08,7.36E-07,0.05411023,0,0,0,0,0,0,0,0,,,
1040,4.69E-07,8.20E-08,1.14E-07,1.40E-07,3.91E-08,5.98E-08,1.03E-07,4.76E-07,0.041892582,0,0,0,0,0,0,0,0,,,
1041,4.76E-07,1.02E-07,1.10E-07,1.09E-07,3.73E-08,4.27E-08,1.24E-07,4.70E-07,0.03164922,0,0,0,0,0,0,0,0,,,
1042,4.26E-07,1.84E-07,7.20E-08,1.24E-07,4.67E-08,1.13E-08,1.13E-07,8.75E-07,0.022465054,0,0,0,0,0,0,0,0,,,
1043,4.89E-07,1.30E-07,8.60E-08,1.00E-07,2.00E-08,1.69E-08,7.68E-08,8.38E-07,0.016523115,0,0,0,0,0,0,0,0,,,
1044,4.91E-07,1.64E-07,8.40E-08,9.90E-08,3.45E-08,1.46E-08,9.47E-08,8.04E-07,0.011250022,0,0,0,0,0,0,0,0,,,
1045,4.80E-07,1.66E-07,7.30E-08,1.09E-07,4.78E-08,1.12E-09,1.05E-07,7.95E-07,0.008209543,0,0,0,0,0,0,0,0,,,
1046,4.40E-07,1.81E-07,6.53E-08,1.14E-07,2.31E-08,1.29E-08,9.46E-08,1.15E-06,0.005554229,0,0,0,0,0,0,0,0,,,
1047,5.44E-07,1.52E-07,5.20E-08,1.20E-07,1.55E-08,3.63E-08,9.85E-08,1.12E-06,0.004151141,0,0,0,0,0,0,0,0,,,
1048,4.85E-07,1.24E-07,5.07E-08,1.41E-07,1.82E-08,3.19E-08,8.09E-08,1.12E-06,0.002935591,0,0,0,0,0,0,0,0,,,
1049,5.03E-07,1.13E-07,3.88E-08,1.24E-07,3.29E-08,1.68E-08,8.50E-08,1.10E-06,0.002314545,0,0,0,0,0,0,0,0,,,
1050,4.53E-07,7.65E-08,3.96E-08,1.11E-07,2.67E-08,5.17E-08,5.48E-08,6.85E-07,0.001741835,0,0,0,0,0,0,0,0,,,
1051,4.54E-07,1.13E-07,6.09E-08,9.68E-08,3.09E-08,4.38E-08,6.42E-08,6.49E-07,0.001303121,0,0,0,0,0,0,0,0,,,
1052,4.36E-07,1.03E-07,5.93E-08,9.43E-08,3.55E-08,4.72E-08,8.36E-08,8.19E-07,0.000932796,0,0,0,0,0,0,0,0,,,
1053,5.02E-07,1.24E-07,4.88E-08,1.01E-07,4.68E-08,3.99E-08,7.94E-08,7.95E-07,0.000747866,0,0,0,0,0,0,0,0,,,
1054,4.36E-07,1.25E-07,4.86E-08,7.18E-08,3.31E-08,2.09E-08,4.79E-08,7.28E-07,0.000585286,0,0,0,0,0,0,0,0,,,
1055,4.73E-07,1.17E-07,5.09E-08,7.65E-08,2.09E-08,6.41E-09,5.51E-08,7.14E-07,0.000504542,0,0,0,0,0,0,0,0,,,
1056,5.29E-07,1.29E-07,4.61E-08,7.97E-08,2.49E-08,1.34E-08,5.24E-08,6.94E-07,0.000419857,0,0,0,0,0,0,0,0,,,
1057,4.37E-07,1.61E-07,5.41E-08,7.25E-08,1.05E-08,2.24E-08,5.48E-08,6.75E-07,0.000362819,0,0,0,0,0,0,0,0,,,
1058,5.13E-07,1.27E-07,4.56E-08,6.79E-08,1.93E-08,2.05E-08,7.56E-08,6.22E-07,0.00030554,0,0,0,0,0,0,0,0,,,
1059,5.08E-07,1.22E-07,5.59E-08,7.14E-08,1.67E-08,1.07E-08,5.19E-08,5.99E-07,0.00023299,0,0,0,0,0,0,0,0,,,
1060,5.60E-07,7.05E-08,4.77E-08,8.75E-08,1.71E-08,1.51E-08,4.58E-08,6.31E-07,0.000174111,0,0,0,0,0,0,0,0,,,
1061,5.88E-07,1.06E-07,3.72E-08,8.28E-08,1.66E-08,3.11E-08,5.06E-08,6.18E-07,0.000131871,0,0,0,0,0,0,0,0,,,
1062,5.39E-07,8.54E-08,3.66E-08,8.55E-08,1.45E-08,2.36E-08,5.65E-08,4.48E-07,8.23E-05,0,0,0,0,0,0,0,0,,,
1063,5.99E-07,1.04E-07,5.28E-08,7.94E-08,1.79E-08,2.48E-08,4.07E-08,4.38E-07,8.63E-05,0,0,0,0,0,0,0,0,,,
1064,6.33E-07,1.09E-07,5.44E-08,6.62E-08,1.18E-08,2.38E-08,4.28E-08,2.97E-07,7.12E-05,0,0,0,0,0,0,0,0,,,
1065,6.18E-07,1.11E-07,4.42E-08,8.26E-08,2.10E-08,1.87E-08,6.19E-08,2.92E-07,5.63E-05,0,0,0,0,0,0,0,0,,,
1066,6.30E-07,1.34E-07,6.10E-08,6.81E-08,2.21E-08,1.11E-08,6.03E-08,5.25E-07,3.87E-05,0,0,0,0,0,0,0,0,,,
1067,6.79E-07,1.25E-07,5.45E-08,6.76E-08,1.27E-08,1.08E-08,5.39E-08,5.13E-07,3.12E-05,0,0,0,0,0,0,0,0,,,
1068,6.31E-07,1.20E-07,4.74E-08,6.36E-08,1.66E-08,1.47E-08,5.58E-08,6.07E-07,2.77E-05,0,0,0,0,0,0,0,0,,,
1069,6.89E-07,1.39E-07,4.27E-08,6.25E-08,1.41E-08,1.84E-08,4.69E-08,5.93E-07,2.24E-05,0,0,0,0,0,0,0,0,,,
1070,6.73E-07,1.34E-07,4.77E-08,5.97E-08,1.62E-08,1.46E-08,3.88E-08,4.69E-07,1.93E-05,0,0,0,0,0,0,0,0,,,
1071,7.41E-07,1.22E-07,5.30E-08,6.33E-08,1.96E-08,1.54E-08,3.03E-08,4.51E-07,1.57E-05,0,0,0,0,0,0,0,0,,,
1072,6.89E-07,1.68E-07,5.14E-08,6.74E-08,1.18E-08,3.46E-09,3.24E-08,4.19E-07,1.39E-05,0,0,0,0,0,0,0,0,,,
1073,7.69E-07,1.95E-07,4.39E-08,6.62E-08,1.20E-08,3.40E-09,3.98E-08,4.09E-07,1.14E-05,0,0,0,0,0,0,0,0,,,
1074,8.41E-07,1.36E-07,4.58E-08,5.99E-08,5.64E-09,1.10E-08,3.52E-08,3.28E-07,8.31E-06,0,0,0,0,0,0,0,0,,,
1075,8.29E-07,1.65E-07,5.32E-08,5.19E-08,6.15E-09,5.97E-09,3.81E-08,3.21E-07,6.81E-06,0,0,0,0,0,0,0,0,,,
1076,8.47E-07,2.17E-07,5.95E-08,3.89E-08,6.80E-09,1.74E-08,3.32E-08,2.21E-07,6.30E-06,0,0,0,0,0,0,0,0,,,
1077,9.24E-07,2.12E-07,5.88E-08,4.68E-08,8.93E-09,2.05E-08,2.71E-08,2.12E-07,5.27E-06,0,0,0,0,0,0,0,0,,,
1078,9.33E-07,2.32E-07,4.59E-08,5.07E-08,1.56E-08,1.63E-08,2.88E-08,2.14E-07,4.03E-06,0,0,0,0,0,0,0,0,,,
1079,1.05E-06,2.51E-07,4.49E-08,4.31E-08,1.29E-08,4.53E-09,3.05E-08,2.38E-07,3.39E-06,0,0,0,0,0,0,0,0,,,
1080,1.05E-06,3.25E-07,4.86E-08,5.04E-08,1.04E-08,9.16E-09,3.14E-08,3.34E-07,2.54E-06,0,0,0,0,0,0,0,0,,,
1081,1.16E-06,3.27E-07,4.48E-08,4.69E-08,9.52E-09,1.52E-08,3.99E-08,3.04E-07,2.23E-06,0,0,0,0,0,0,0,0,,,
1082,1.17E-06,4.30E-07,4.81E-08,5.13E-08,8.51E-09,1.06E-08,3.99E-08,3.71E-07,1.69E-06,0,0,0,0,0,0,0,0,,,
1083,1.25E-06,4.54E-07,4.80E-08,4.23E-08,6.47E-09,1.12E-08,3.53E-08,3.67E-07,1.42E-06,0,0,0,0,0,0,0,0,,,
1084,1.34E-06,2.30E-07,6.23E-08,4.61E-08,1.32E-08,8.37E-09,3.10E-08,1.89E-07,1.37E-06,0,0,0,0,0,0,0,0,,,
1085,1.46E-06,2.49E-07,7.15E-08,6.01E-08,1.71E-08,9.50E-09,2.54E-08,1.65E-07,1.20E-06,0,0,0,0,0,0,0,0,,,
1086,1.55E-06,1.27E-07,5.40E-08,5.57E-08,1.52E-08,1.04E-08,3.61E-08,2.19E-07,1.32E-06,0,0,0,0,0,0,0,0,,,
1087,1.65E-06,1.23E-07,5.44E-08,5.96E-08,1.36E-08,6.89E-09,3.42E-08,2.15E-07,1.13E-06,0,0,0,0,0,0,0,0,,,
1088,1.83E-06,3.85E-07,3.29E-08,5.38E-08,1.06E-08,8.96E-09,2.30E-08,2.13E-07,9.87E-07,0,0,0,0,0,0,0,0,,,
1089,1.88E-06,4.10E-07,2.87E-08,4.80E-08,1.02E-08,4.59E-09,3.44E-08,2.07E-07,8.54E-07,0,0,0,0,0,0,0,0,,,
1090,2.08E-06,3.56E-07,1.98E-08,5.43E-08,1.15E-08,6.21E-09,3.74E-08,2.02E-07,6.71E-07,0,0,0,0,0,0,0,0,,,
1091,2.29E-06,3.87E-07,2.33E-08,6.35E-08,1.13E-08,7.51E-09,3.76E-08,2.02E-07,6.00E-07,0,0,0,0,0,0,0,0,,,
1092,2.44E-06,5.86E-07,2.16E-08,5.88E-08,1.07E-08,9.53E-09,3.86E-08,1.99E-07,4.61E-07,0,0,0,0,0,0,0,0,,,
1093,2.64E-06,6.50E-07,2.23E-08,5.61E-08,8.38E-09,6.65E-09,3.38E-08,1.89E-07,3.80E-07,0,0,0,0,0,0,0,0,,,
1094,2.96E-06,6.98E-07,3.70E-08,7.41E-08,6.27E-09,3.10E-09,2.25E-08,1.60E-07,4.03E-07,0,0,0,0,0,0,0,0,,,
1095,3.21E-06,7.25E-07,3.56E-08,8.50E-08,8.74E-09,5.37E-09,2.04E-08,1.62E-07,4.06E-07,0,0,0,0,0,0,0,0,,,
1096,3.58E-06,7.24E-07,4.35E-08,8.46E-08,1.11E-08,1.21E-08,2.25E-08,3.45E-07,3.66E-07,0,0,0,0,0,0,0,0,,,
1097,3.99E-06,7.91E-07,5.75E-08,9.18E-08,1.08E-08,1.18E-08,2.10E-08,3.49E-07,3.46E-07,0,0,0,0,0,0,0,0,,,
1098,4.00E-06,4.77E-07,3.03E-08,9.23E-08,7.96E-09,7.38E-09,1.60E-08,3.04E-07,3.09E-07,0,0,0,0,0,0,0,0,,,
1099,4.00E-06,4.78E-07,3.03E-08,9.23E-08,7.97E-09,7.39E-09,1.60E-08,3.04E-07,3.09E-07,0,0,0,0,0,0,0,0,,,
1100,4.00E-06,4.78E-07,3.03E-08,9.24E-08,7.97E-09,7.39E-09,1.60E-08,3.04E-07,3.10E-07,0,0,0,0,0,0,0,0,,,
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1142,0,0,0,0,0,0,0,0,0,0.000252663,0,0,0,0,0,0,0,,,
1143,0,0,0,0,0,0,0,0,0,0.00024,0,0,0,0,0,0,0,,,
1144,0,0,0,0,0,0,0,0,0,0.000281632,0,0,0,0,0,0,0,,,
1145,0,0,0,0,0,0,0,0,0,0.000292719,0,0,0,0,0,0,0,,,
1146,0,0,0,0,0,0,0,0,0,0.000293709,0,0,0,0,0,0,0,,,
1147,0,0,0,0,0,0,0,0,0,0.00030272,0,0,0,0,0,0,0,,,
1148,0,0,0,0,0,0,0,0,0,0.000318292,0,0,0,0,0,0,0,,,
1149,0,0,0,0,0,0,0,0,0,0.000341691,0,0,0,0,0,0,0,,,
1150,0,0,0,0,0,0,0,0,0,0.000390116,0,0,0,0,0,0,0,,,
1151,0,0,0,0,0,0,0,0,0,0.000398015,0,0,0,0,0,0,0,,,
1152,0,0,0,0,0,0,0,0,0,0.00042647,0,0,0,0,0,0,0,,,
1153,0,0,0,0,0,0,0,0,0,0.000453323,0,0,0,0,0,0,0,,,
1154,0,0,0,0,0,0,0,0,0,0.000503461,0,0,0,0,0,0,0,,,
1155,0,0,0,0,0,0,0,0,0,0.000534729,0,0,0,0,0,0,0,,,
1156,0,0,0,0,0,0,0,0,0,0.000564808,0,0,0,0,0,0,0,,,
1157,0,0,0,0,0,0,0,0,0,0.000634817,0,0,0,0,0,0,0,,,
1158,0,0,0,0,0,0,0,0,0,0.000698133,0,0,0,0,0,0,0,,,
1159,0,0,0,0,0,0,0,0,0,0.000776316,0,0,0,0,0,0,0,,,
1160,0,0,0,0,0,0,0,0,0,0.000842793,0,0,0,0,0,0,0,,,
1161,0,0,0,0,0,0,0,0,0,0.000953334,0,0,0,0,0,0,0,,,
1162,0,0,0,0,0,0,0,0,0,0.001035133,0,0,0,0,0,0,0,,,
1163,0,0,0,0,0,0,0,0,0,0.001160434,0,0,0,0,0,0,0,,,
1164,0,0,0,0,0,0,0,0,0,0.001319082,0,0,0,0,0,0,0,,,
1165,0,0,0,0,0,0,0,0,0,0.001458175,0,0,0,0,0,0,0,,,
1166,0,0,0,0,0,0,0,0,0,0.001694042,0,0,0,0,0,0,0,,,
1167,0,0,0,0,0,0,0,0,0,0.001929539,0,0,0,0,0,0,0,,,
1168,0,0,0,0,0,0,0,0,0,0.002200166,0,0,0,0,0,0,0,,,
1169,0,0,0,0,0,0,0,0,0,0.00256384,0,0,0,0,0,0,0,,,
1170,0,0,0,0,0,0,0,0,0,0.002951335,0,0,0,0,0,0,0,,,
1171,0,0,0,0,0,0,0,0,0,0.00344821,0,0,0,0,0,0,0,,,
1172,0,0,0,0,0,0,0,0,0,0.004040899,0,0,0,0,0,0,0,,,
1173,0,0,0,0,0,0,0,0,0,0.004816897,0,0,0,0,0,0,0,,,
1174,0,0,0,0,0,0,0,0,0,0.00572273,0,0,0,0,0,0,0,,,
1175,0,0,0,0,0,0,0,0,0,0.006816442,0,0,0,0,0,0,0,,,
1176,0,0,0,0,0,0,0,0,0,0.008211023,0,0,0,0,0,0,0,,,
1177,0,0,0,0,0,0,0,0,0,0.0100503,0,0,0,0,0,0,0,,,
1178,0,0,0,0,0,0,0,0,0,0.012152006,0,0,0,0,0,0,0,,,
1179,0,0,0,0,0,0,0,0,0,0.014996633,0,0,0,0,0,0,0,,,
1180,0,0,0,0,0,0,0,0,0,0.018793708,0,0,0,0,0,0,0,,,
1181,0,0,0,0,0,0,0,0,0,0.023233992,0,0,0,0,0,0,0,,,
1182,0,0,0,0,0,0,0,0,0,0.029201143,0,0,0,0,0,0,0,,,
1183,0,0,0,0,0,0,0,0,0,0.037085735,0,0,0,0,0,0,0,,,
1184,0,0,0,0,0,0,0,0,0,0.047330487,0,0,0,0,0,0,0,,,
1185,0,0,0,0,0,0,0,0,0,0.060659654,0,0,0,0,0,0,0,,,
1186,0,0,0,0,0,0,0,0,0,0.078371811,0,0,0,0,0,0,0,,,
1187,0,0,0,0,0,0,0,0,0,0.101829337,0,0,0,0,0,0,0,,,
1188,0,0,0,0,0,0,0,0,0,0.131061347,0,0,0,0,0,0,0,,,
1189,0,0,0,0,0,0,0,0,0,0.169860768,0,0,0,0,0,0,0,,,
1190,0,0,0,0,0,0,0,0,0,0.219838651,0,0,0,0,0,0,0,,,
1191,0,0,0,0,0,0,0,0,0,0.281820648,0,0,0,0,0,0,0,,,
1192,0,0,0,0,0,0,0,0,0,0.358152358,0,0,0,0,0,0,0,,,
1193,0,0,0,0,0,0,0,0,0,0.448458042,0,0,0,0,0,0,0,,,
1194,0,0,0,0,0,0,0,0,0,0.543600927,0,0,0,0,0,0,0,,,
1195,0,0,0,0,0,0,0,0,0,0.635029988,0,0,0,0,0,0,0,,,
1196,0,0,0,0,0,0,0,0,0,0.724606813,0,0,0,0,0,0,0,,,
1197,0,0,0,0,0,0,0,0,0,0.804403282,0,0,0,0,0,0,0,,,
1198,0,0,0,0,0,0,0,0,0,0.872196249,0,0,0,0,0,0,0,,,
1199,0,0,0,0,0,0,0,0,0,0.921153082,0,0,0,0,0,0,0,,,
1200,0,0,0,0,0,0,0,0,0,0.95237889,0,0,0,0,0,0,0,,,
1201,0,0,0,0,0,0,0,0,0,0.970192441,0,0,0,0,0,0,0,,,
1202,0,0,0,0,0,0,0,0,0,0.980083453,0,0,0,0,0,0,0,,,
1203,0,0,0,0,0,0,0,0,0,0.985545883,0,0,0,0,0,0,0,,,
1204,0,0,0,0,0,0,0,0,0,0.988845662,0,0,0,0,0,0,0,,,
1205,0,0,0,0,0,0,0,0,0,0.990361873,0,0,0,0,0,0,0,,,
1206,0,0,0,0,0,0,0,0,0,0.990848141,0,0,0,0,0,0,0,,,
1207,0,0,0,0,0,0,0,0,0,0.990603093,0,0,0,0,0,0,0,,,
1208,0,0,0,0,0,0,0,0,0,0.990203657,0,0,0,0,0,0,0,,,
1209,0,0,0,0,0,0,0,0,0,0.989010863,0,0,0,0,0,0,0,,,
1210,0,0,0,0,0,0,0,0,0,0.988022509,0,0,0,0,0,0,0,,,
1211,0,0,0,0,0,0,0,0,0,0.987634856,0,0,0,0,0,0,0,,,
1212,0,0,0,0,0,0,0,0,0,0.987617106,0,0,0,0,0,0,0,,,
1213,0,0,0,0,0,0,0,0,0,0.988805322,0,0,0,0,0,0,0,,,
1214,0,0,0,0,0,0,0,0,0,0.991481316,0,0,0,0,0,0,0,,,
1215,0,0,0,0,0,0,0,0,0,0.994925502,0,0,0,0,0,0,0,,,
1216,0,0,0,0,0,0,0,0,0,0.998056844,0,0,0,0,0,0,0,,,
1217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
1218,0,0,0,0,0,0,0,0,0,0.997119769,0,0,0,0,0,0,0,,,
1219,0,0,0,0,0,0,0,0,0,0.983470089,0,0,0,0,0,0,0,,,
1220,0,0,0,0,0,0,0,0,0,0.953605015,0,0,0,0,0,0,0,,,
1221,0,0,0,0,0,0,0,0,0,0.902233282,0,0,0,0,0,0,0,,,
1222,0,0,0,0,0,0,0,0,0,0.82555555,0,0,0,0,0,0,0,,,
1223,0,0,0,0,0,0,0,0,0,0.734704574,0,0,0,0,0,0,0,,,
1224,0,0,0,0,0,0,0,0,0,0.639008525,0,0,0,0,0,0,0,,,
1225,0,0,0,0,0,0,0,0,0,0.537287988,0,0,0,0,0,0,0,,,
1226,0,0,0,0,0,0,0,0,0,0.43038512,0,0,0,0,0,0,0,,,
1227,0,0,0,0,0,0,0,0,0,0.341429677,0,0,0,0,0,0,0,,,
1228,0,0,0,0,0,0,0,0,0,0.266064031,0,0,0,0,0,0,0,,,
1229,0,0,0,0,0,0,0,0,0,0.205649739,0,0,0,0,0,0,0,,,
1230,0,0,0,0,0,0,0,0,0,0.159654338,0,0,0,0,0,0,0,,,
1231,0,0,0,0,0,0,0,0,0,0.124012362,0,0,0,0,0,0,0,,,
1232,0,0,0,0,0,0,0,0,0,0.096341996,0,0,0,0,0,0,0,,,
1233,0,0,0,0,0,0,0,0,0,0.075189373,0,0,0,0,0,0,0,,,
1234,0,0,0,0,0,0,0,0,0,0.05931398,0,0,0,0,0,0,0,,,
1235,0,0,0,0,0,0,0,0,0,0.046974868,0,0,0,0,0,0,0,,,
1236,0,0,0,0,0,0,0,0,0,0.0373723,0,0,0,0,0,0,0,,,
1237,0,0,0,0,0,0,0,0,0,0.030120016,0,0,0,0,0,0,0,,,
1238,0,0,0,0,0,0,0,0,0,0.024383557,0,0,0,0,0,0,0,,,
1239,0,0,0,0,0,0,0,0,0,0.01981043,0,0,0,0,0,0,0,,,
1240,0,0,0,0,0,0,0,0,0,0.016280966,0,0,0,0,0,0,0,,,
1241,0,0,0,0,0,0,0,0,0,0.013504353,0,0,0,0,0,0,0,,,
1242,0,0,0,0,0,0,0,0,0,0.011236465,0,0,0,0,0,0,0,,,
1243,0,0,0,0,0,0,0,0,0,0.009451661,0,0,0,0,0,0,0,,,
1244,0,0,0,0,0,0,0,0,0,0.007975955,0,0,0,0,0,0,0,,,
1245,0,0,0,0,0,0,0,0,0,0.006716341,0,0,0,0,0,0,0,,,
1246,0,0,0,0,0,0,0,0,0,0.005730363,0,0,0,0,0,0,0,,,
1247,0,0,0,0,0,0,0,0,0,0.004922004,0,0,0,0,0,0,0,,,
1248,0,0,0,0,0,0,0,0,0,0.00424308,0,0,0,0,0,0,0,,,
1249,0,0,0,0,0,0,0,0,0,0.003680616,0,0,0,0,0,0,0,,,
1250,0,0,0,0,0,0,0,0,0,0.003225641,0,0,0,0,0,0,0,,,
1251,0,0,0,0,0,0,0,0,0,0.002823081,0,0,0,0,0,0,0,,,
1252,0,0,0,0,0,0,0,0,0,0.002464033,0,0,0,0,0,0,0,,,
1253,0,0,0,0,0,0,0,0,0,0.002191,0,0,0,0,0,0,0,,,
1254,0,0,0,0,0,0,0,0,0,0.001933843,0,0,0,0,0,0,0,,,
1255,0,0,0,0,0,0,0,0,0,0.001735955,0,0,0,0,0,0,0,,,
1256,0,0,0,0,0,0,0,0,0,0.001568431,0,0,0,0,0,0,0,,,
1257,0,0,0,0,0,0,0,0,0,0.001394912,0,0,0,0,0,0,0,,,
1258,0,0,0,0,0,0,0,0,0,0.00126144,0,0,0,0,0,0,0,,,
1259,0,0,0,0,0,0,0,0,0,0.001131375,0,0,0,0,0,0,0,,,
