plume_id,lat,lon,plume_time,S5p_path,s5p_minus90_path,s5p_minus360_path,proc_0,proc_90,proc_360,need_offsets,in_triplet,s5p_minus90_offl_datetime,s5p_minus90_offl_path,s5p_minus90_offl_name,s5p_minus360_offl_datetime,s5p_minus360_offl_path,s5p_minus360_offl_name,nearest_iy,nearest_ix,pos_centers,ch4_var
emi20230224t085831p06022-B,15.596826347810833,46.02148659386325,2023-02-24T08:58:31+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230223T084116_20230223T102246_27793_03_020400_20230225T004107.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221125T100600_20221125T114730_26517_03_020400_20221202T121959.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220228T093132_20220228T111302_22686_03_020400_20221119T100331.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-01T09:34:12Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220301T091237_20220301T105407_22700_02_020301_20220303T012017.nc,S5P_OFFL_L2__CH4____20220301T091237_20220301T105407_22700_02_020301_20220303T012017.nc,2618,11,"2618,11;2617,11;2618,10;2618,12;2619,11;2617,10;2617,12;2619,10",methane_mixing_ratio_bias_corrected
emi20230224t121654p08045-A,-22.5330533840346,26.99403991007628,2023-02-24T12:16:54+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230224T114521_20230224T132651_27809_03_020400_20230226T041426.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221126T112825_20221126T130955_26532_03_020400_20221203T102454.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220301T105407_20220301T123537_22701_03_020400_20221119T100353.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-01T11:15:41Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220301T105407_20220301T123537_22701_02_020301_20220303T031500.nc,S5P_OFFL_L2__CH4____20220301T105407_20220301T123537_22701_02_020301_20220303T031500.nc,1744,193,"1744,193;1743,193;1744,192;1744,194;1745,193;1743,192;1743,194;1745,192",methane_mixing_ratio_bias_corrected
emi20230224t181417p12035-B,19.65187766928252,-99.27803650969898,2023-02-24T18:14:17+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230224T183122_20230224T201252_27813_03_020400_20230226T105558.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221125T183328_20221125T201458_26522_03_020400_20221202T121103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220228T194034_20220228T212204_22692_03_020400_20221119T100340.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-01T19:43:13Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,2662,31,"2662,32;2661,32;2663,32",methane_mixing_ratio_bias_corrected
emi20230224t181417p12035-C,19.793820318407995,-99.01063123870507,2023-02-24T18:14:17+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230224T183122_20230224T201252_27813_03_020400_20230226T105558.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221125T183328_20221125T201458_26522_03_020400_20221202T121103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220228T194034_20220228T212204_22692_03_020400_20221119T100340.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-01T19:43:13Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,2663,33,"2663,33;2662,33;2663,32;2663,34;2664,33;2662,32;2664,32;2664,34",methane_mixing_ratio_bias_corrected
emi20230224t181417p12035-D,19.585092460488,-99.20911456868618,2023-02-24T18:14:17+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230223T185017_20230223T203148_27799_03_020400_20230225T110233.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221125T183328_20221125T201458_26522_03_020400_20221202T121103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220228T194034_20220228T212204_22692_03_020400_20221119T100340.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-01T19:43:13Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,2638,81,"2638,81;2637,81;2638,80;2638,82;2639,81;2637,80;2637,82;2639,80",methane_mixing_ratio_bias_corrected
emi20230224t181429p12036-D,19.458023975954035,-99.01784875474124,2023-02-24T18:14:29+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230223T185017_20230223T203148_27799_03_020400_20230225T110233.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221125T183328_20221125T201458_26522_03_020400_20221202T121103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220228T194034_20220228T212204_22692_03_020400_20221119T100340.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-01T19:43:13Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,2635,83,"2635,83;2634,83;2635,82;2635,84;2636,83;2634,82;2634,84;2636,82",methane_mixing_ratio_bias_corrected
emi20230224t181441p12037-A,18.98238695565472,-98.1378705354638,2023-02-24T18:14:41+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230223T185017_20230223T203148_27799_03_020400_20230225T110233.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221125T183328_20221125T201458_26522_03_020400_20221202T121103.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220228T194034_20220228T212204_22692_03_020400_20221119T100340.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-01T19:43:13Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,S5P_OFFL_L2__CH4____20220301T192139_20220301T210309_22706_02_020301_20220303T113041.nc,2621,94,"2621,94;2620,94;2621,93;2621,95;2622,94;2620,93;2620,95;2622,93",methane_mixing_ratio_bias_corrected
emi20230225t050619p03020-D,14.057096721633116,99.97310977756666,2023-02-25T05:06:19+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230225T062154_20230225T080324_27820_03_020400_20230226T223940.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221126T062356_20221126T080526_26529_03_020400_20221203T102640.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220301T054936_20220301T073106_22698_03_020400_20221119T100349.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-02T05:52:15Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220302T053041_20220302T071211_22712_02_020301_20220303T214051.nc,S5P_OFFL_L2__CH4____20220302T053041_20220302T071211_22712_02_020301_20220303T214051.nc,2486,200,"2486,200;2485,200;2486,199;2486,201;2487,200;2485,199;2485,201;2487,199",methane_mixing_ratio_bias_corrected
emi20230225t050619p03020-E,14.055507249114685,99.96362474917515,2023-02-25T05:06:19+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230225T062154_20230225T080324_27820_03_020400_20230226T223940.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221126T062356_20221126T080526_26529_03_020400_20221203T102640.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220301T054936_20220301T073106_22698_03_020400_20221119T100349.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-02T05:52:15Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220302T053041_20220302T071211_22712_02_020301_20220303T214051.nc,S5P_OFFL_L2__CH4____20220302T053041_20220302T071211_22712_02_020301_20220303T214051.nc,2486,200,"2486,200;2485,200;2486,199;2486,201;2487,200;2485,199;2485,201;2487,199",methane_mixing_ratio_bias_corrected
emi20230225t080531p05007-A,32.50889308518336,36.11040428980064,2023-02-25T08:05:31+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230225T094454_20230225T112625_27822_03_020400_20230227T015406.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221126T094656_20221126T112825_26531_03_020400_20221203T102602.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220301T091237_20220301T105407_22700_03_020400_20221119T100351.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-02T09:15:16Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220302T085342_20220302T103512_22714_02_020301_20220304T005645.nc,S5P_OFFL_L2__CH4____20220302T085342_20220302T103512_22714_02_020301_20220304T005645.nc,2878,113,"2878,113;2877,113;2878,112;2878,114;2879,113;2877,114;2879,112;2879,114",methane_mixing_ratio_bias_corrected
emi20230225t080543p05008-A,31.92406292667036,36.19305373926096,2023-02-25T08:05:43+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230225T094454_20230225T112625_27822_03_020400_20230227T015406.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221126T094656_20221126T112825_26531_03_020400_20221203T102602.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220301T091237_20220301T105407_22700_03_020400_20221119T100351.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-02T09:15:16Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220302T085342_20220302T103512_22714_02_020301_20220304T005645.nc,S5P_OFFL_L2__CH4____20220302T085342_20220302T103512_22714_02_020301_20220304T005645.nc,2866,112,"2866,112;2865,112;2866,111;2866,113;2867,112;2865,111;2865,113;2867,111",methane_mixing_ratio_bias_corrected
emi20230227t045909p03011-A,33.26483094609077,71.30708491902777,2023-02-27T04:59:09+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230226T074428_20230226T092559_27835_03_020400_20230227T235205.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221128T072718_20221128T090848_26558_03_020400_20221205T104441.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220303T065316_20220303T083447_22727_03_020400_20221119T110312.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-04T06:55:56Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220304T063421_20220304T081552_22741_02_020301_20220305T223857.nc,S5P_OFFL_L2__CH4____20220304T063421_20220304T081552_22741_02_020301_20220305T223857.nc,2873,171,"2873,171;2872,171;2873,170;2873,172;2874,171;2872,170;2872,172;2874,170",methane_mixing_ratio_bias_corrected
emi20230227t063058p04005-A,35.41704256456667,44.19366003574996,2023-02-27T06:30:58+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230227T090703_20230227T104833_27850_03_020400_20230301T011054.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221128T090848_20221128T105018_26559_03_020400_20221205T105027.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220303T083447_20220303T101617_22728_03_020400_20221119T110314.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-04T08:37:26Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220304T081552_20220304T095722_22742_02_020301_20220306T001001.nc,S5P_OFFL_L2__CH4____20220304T081552_20220304T095722_22742_02_020301_20220306T001001.nc,2923,106,"2923,106;2922,106;2923,105;2923,107;2924,106;2922,105;2922,107;2924,105",methane_mixing_ratio_bias_corrected
emi20230227t063110p04006-A,35.30617836306861,44.37377186575358,2023-02-27T06:31:10+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230227T090703_20230227T104833_27850_03_020400_20230301T011054.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221128T090848_20221128T105018_26559_03_020400_20221205T105027.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220303T083447_20220303T101617_22728_03_020400_20221119T110314.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-04T08:37:26Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220304T081552_20220304T095722_22742_02_020301_20220306T001001.nc,S5P_OFFL_L2__CH4____20220304T081552_20220304T095722_22742_02_020301_20220306T001001.nc,2921,108,"2921,108;2920,108;2921,107;2921,109;2922,108;2920,107;2920,109;2922,107",methane_mixing_ratio_bias_corrected
emi20230228t072401p05022-A,15.597436350044276,46.02129722326836,2023-02-28T07:24:01+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230228T084807_20230228T102938_27864_03_020400_20230302T005219.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221129T084944_20221129T103114_26573_03_020400_20221206T111529.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220304T095722_20220304T113852_22743_03_020400_20221119T110337.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-05T10:00:01Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220305T093827_20220305T111957_22757_02_020301_20220307T014309.nc,S5P_OFFL_L2__CH4____20220305T093827_20220305T111957_22757_02_020301_20220307T014309.nc,2564,19,"2564,19;2563,19;2564,18;2564,20;2565,19;2563,18;2563,20;2565,18",methane_mixing_ratio_bias_corrected
emi20230228t163504p11003-B,33.08463910404694,-112.2830805098216,2023-02-28T16:35:04+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230227T191605_20230227T205735_27856_03_020400_20230301T113106.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221129T185842_20221129T204012_26579_03_020400_20221206T175114.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220304T200624_20220304T214754_22749_03_020400_20221119T110347.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-05T20:09:03Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220305T194729_20220305T212859_22763_02_020301_20220307T120014.nc,S5P_OFFL_L2__CH4____20220305T194729_20220305T212859_22763_02_020301_20220307T120014.nc,2899,50,"2899,50;2898,50;2899,49;2899,51;2900,50;2898,49;2898,51;2900,49",methane_mixing_ratio_bias_corrected
emi20230228t163954p11022-A,19.795424162387,-99.00980063235264,2023-02-28T16:39:54+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230227T191605_20230227T205735_27856_03_020400_20230301T113106.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221129T185842_20221129T204012_26579_03_020400_20221206T175114.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220304T182454_20220304T200624_22748_03_020400_20221119T110345.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-05T18:27:33Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220305T180559_20220305T194729_22762_02_020301_20220307T101644.nc,S5P_OFFL_L2__CH4____20220305T180559_20220305T194729_22762_02_020301_20220307T101644.nc,2588,167,"2588,167;2587,167;2588,166;2588,168;2589,167;2587,166;2587,168;2589,166",methane_mixing_ratio_bias_corrected
emi20230301t050314p03020-F,19.2771835531137,73.12421878031961,2023-03-01T05:03:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230301T064741_20230301T082911_27877_03_020400_20230302T225711.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221130T064910_20221130T083040_26586_03_020400_20221207T132840.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220305T075656_20220305T093827_22756_03_020400_20221119T114735.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-06T07:59:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220306T073801_20220306T091932_22770_02_020301_20220309T125707.nc,S5P_OFFL_L2__CH4____20220306T073801_20220306T091932_22770_02_020301_20220309T125707.nc,2648,10,"2648,10;2647,10;2648,9;2648,11;2649,10;2647,9;2647,11;2649,9",methane_mixing_ratio_bias_corrected
emi20230301t050314p03020-I,18.65997198916144,73.85586432242067,2023-03-01T05:03:14+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230301T064741_20230301T082911_27877_03_020400_20230302T225711.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221130T064910_20221130T083040_26586_03_020400_20221207T132840.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220305T075656_20220305T093827_22756_03_020400_20221119T114735.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-06T07:59:36Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220306T073801_20220306T091932_22770_02_020301_20220309T125707.nc,S5P_OFFL_L2__CH4____20220306T073801_20220306T091932_22770_02_020301_20220309T125707.nc,2631,12,"2631,12;2630,12;2631,11;2631,13;2632,12;2630,11;2630,13;2632,11",methane_mixing_ratio_bias_corrected
emi20230301t063117p04002-A,32.51586078719161,36.11088196830633,2023-03-01T06:31:17+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230301T101042_20230301T115212_27879_03_020400_20230303T023220.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221130T101210_20221130T115340_26588_03_020400_20221207T134102.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220305T093827_20220305T111957_22757_03_020400_20221119T114736.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-06T09:41:06Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220306T091932_20220306T110102_22771_02_020301_20220309T125935.nc,S5P_OFFL_L2__CH4____20220306T091932_20220306T110102_22771_02_020301_20220309T125935.nc,2832,180,"2832,180;2831,180;2832,179;2832,181;2833,180;2831,179;2831,181;2833,179",methane_mixing_ratio_bias_corrected
emi20230305t161030p10008-F,-38.027037111102125,-66.19502386774234,2023-03-05T16:10:30+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230304T174126_20230304T192256_27926_03_020400_20230306T095551.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221204T172325_20221204T190455_26649_03_020400_20221210T212557.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220309T183149_20220309T201320_22819_03_020400_20221119T153450.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-10T18:34:29Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220310T181254_20220310T195425_22833_02_020301_20220312T102036.nc,S5P_OFFL_L2__CH4____20220310T181254_20220310T195425_22833_02_020301_20220312T102036.nc,1388,102,"1388,102;1387,102;1388,101;1388,103;1389,102;1387,101;1387,103;1389,101",methane_mixing_ratio_bias_corrected
emi20230305t161030p10008-I,-37.83200954023072,-66.4946283409822,2023-03-05T16:10:30+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230304T174126_20230304T192256_27926_03_020400_20230306T095551.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221204T172325_20221204T190455_26649_03_020400_20221210T212557.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220309T183149_20220309T201320_22819_03_020400_20221119T153450.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-10T18:34:29Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220310T181254_20220310T195425_22833_02_020301_20220312T102036.nc,S5P_OFFL_L2__CH4____20220310T181254_20220310T195425_22833_02_020301_20220312T102036.nc,1393,99,"1393,99;1392,99;1393,98;1393,100;1394,99;1392,98;1392,100;1394,98",methane_mixing_ratio_bias_corrected
emi20230316t045223p03007-A,-34.180563731572015,150.72065385385952,2023-03-16T04:52:23+00,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p/S5P_OFFL_L2__CH4____20230316T034516_20230316T052647_28088_03_020500_20230318T125425.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20221216T032558_20221216T050728_26811_03_020400_20221222T050350.nc,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/data_download/raw_data_dir_s5p_90360/S5P_RPRO_L2__CH4____20220321T025418_20220321T043548_22980_03_020400_20221120T034939.nc,OFFL,OFFL,RPRO,360,False,,,,2022-03-21T03:15:51Z,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_s5p_90360/S5P_OFFL_L2__CH4____20220321T025418_20220321T043548_22980_02_020301_20220322T185257.nc,S5P_OFFL_L2__CH4____20220321T025418_20220321T043548_22980_02_020301_20220322T185257.nc,1340,187,"1340,187;1339,187;1340,186;1340,188;1341,187;1339,186;1339,188;1341,186",methane_mixing_ratio_bias_corrected
