plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,has_emit,emit_granule_id,simulated_512_path
emi20250324t110606p07002-A,-6.968876102265995,12.367817851886173,2025-03-24 11:06:06+00:00,Oil & Gas (1B2),CH4,mfa,"[12.33346970549685, -6.993066090330459, 12.394974723984081, -6.931474322618409]",emi,production,2025-05-30 13:29:48.485859+00:00,2025-05-30 13:29:48.539901+00:00,v3,3.12.0,,,,1842.0817504585968,304.681598881976,2.175925925925926,0.2425148306242369,120.23190955442118,39.55278779827682,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t110606p07002-A/emi20250324t110606p07002-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t110606p07002-A/emi20250324t110606p07002-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/03/24/emi20250324t110606p07002-A/emi20250324t110606p07002-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t110606p07002-A/emi20250324t110606p07002-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t110606p07002-A/emi20250324t110606p07002-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250324T110606_2508307_002,
emi20250324t203622p13008-A,32.35270276629424,-97.20361598937224,2025-03-24 20:36:22+00:00,Solid Waste (6A),CH4,mfa,"[-97.2356759966931, 32.332725556927464, -97.16780402988401, 32.38956216837945]",emi,production,2025-05-30 13:19:18.155651+00:00,2025-05-30 13:19:18.208496+00:00,v3,3.6.3,,,,2708.007518221917,378.9164446184598,2.734262704849243,0.1155098378658294,159.57081604003906,3.638988494873047,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203622p13008-A/emi20250324t203622p13008-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203622p13008-A/emi20250324t203622p13008-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/03/24/emi20250324t203622p13008-A/emi20250324t203622p13008-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203622p13008-A/emi20250324t203622p13008-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203622p13008-A/emi20250324t203622p13008-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250324T203622_2508313_008,
emi20250324t203634p13009-A,32.55021418497097,-96.67568634058584,2025-03-24 20:36:34+00:00,Solid Waste (6A),CH4,mfa,"[-96.7145921948273, 32.53250551224951, -96.6473817357907, 32.58964428358493]",emi,production,2025-05-30 13:19:10.733265+00:00,2025-05-30 13:19:10.788912+00:00,v3,3.6.3,,,,1137.860225769724,364.26543983133473,2.012080907821656,0.3891241252422333,179.29241943359375,11.40607738494873,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-A/emi20250324t203634p13009-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-A/emi20250324t203634p13009-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-A/emi20250324t203634p13009-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-A/emi20250324t203634p13009-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-A/emi20250324t203634p13009-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250324T203634_2508313_009,
emi20250324t203634p13009-B,32.68237875627581,-96.70958520522684,2025-03-24 20:36:34+00:00,Solid Waste (6A),CH4,mfa,"[-96.74100258934651, 32.6648309409471, -96.67369270531296, 32.72196969346241]",emi,production,2025-05-30 13:19:05.440787+00:00,2025-05-30 13:19:05.495865+00:00,v3,3.6.3,,,,2782.079675050185,406.24848925087497,2.298322916030884,0.1892968416213989,186.90875244140625,4.324239253997803,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-B/emi20250324t203634p13009-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-B/emi20250324t203634p13009-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-B/emi20250324t203634p13009-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-B/emi20250324t203634p13009-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-B/emi20250324t203634p13009-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250324T203634_2508313_009,
emi20250324t203634p13009-D,32.67925573472826,-96.72984990147188,2025-03-24 20:36:34+00:00,Other,CH4,mfa,"[-96.76293867400823, 32.651398302811984, -96.69563816130086, 32.70853769491196]",emi,production,2025-07-25 23:16:40.838389+00:00,2025-07-25 23:16:41.323132+00:00,v3,3.18.1,,,,,,2.3128461837768555,0.2052567899227142,183.840560913086,6.5631256103515625,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-D/emi20250324t203634p13009-D_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-D/emi20250324t203634p13009-D_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-D/emi20250324t203634p13009-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-D/emi20250324t203634p13009-D_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/24/emi20250324t203634p13009-D/emi20250324t203634p13009-D_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250324T203634_2508313_009,
emi20250325t071934p05011-B,13.138304011490234,80.27120099875447,2025-03-25 07:19:34+00:00,Solid Waste (6A),CH4,mfa,"[80.23345825655595, 13.113072117896339, 80.29554741004883, 13.174069806425036]",emi,production,2025-05-12 17:06:49.163694+00:00,2025-05-12 17:06:49.263189+00:00,v3,3.6.3,,,,,,3.814814814814815,0.2771598064276994,104.00244214605814,4.322030246130316,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-B/emi20250325t071934p05011-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-B/emi20250325t071934p05011-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-B/emi20250325t071934p05011-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-B/emi20250325t071934p05011-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-B/emi20250325t071934p05011-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250325T071934_2508405_011,
emi20250325t071934p05011-H,12.956270243605289,80.22286627412552,2025-03-25 07:19:34+00:00,Solid Waste (6A),CH4,mfa,"[80.16608409036641, 12.94169188224918, 80.23636702788693, 13.010715092208576]",emi,production,2025-05-12 17:06:00.152691+00:00,2025-05-12 17:06:00.344338+00:00,v3,3.6.3,,,,3145.9889203481243,841.7817426652922,3.6944444444444446,0.2268046058132571,115.0,0.0,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-H/emi20250325t071934p05011-H_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-H/emi20250325t071934p05011-H_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-H/emi20250325t071934p05011-H_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-H/emi20250325t071934p05011-H_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/03/25/emi20250325t071934p05011-H/emi20250325t071934p05011-H_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250325T071934_2508405_011,
emi20250403t032619p02026-A,37.63208441083523,112.25222418899664,2025-04-03 03:26:19+00:00,Coal Mining (1B1a),CH4,mfa,"[112.22017115559576, 37.60771780256474, 112.28919865423026, 37.66238179577698]",emi,production,2025-05-30 13:23:51.098543+00:00,2025-05-30 13:23:51.155195+00:00,v3,3.15.1,,,,2105.495276266873,496.1905353651908,3.8240740740740735,0.4661004795797491,214.3284723925776,5.561049558047821,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/03/emi20250403t032619p02026-A/emi20250403t032619p02026-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/03/emi20250403t032619p02026-A/emi20250403t032619p02026-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/04/03/emi20250403t032619p02026-A/emi20250403t032619p02026-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/03/emi20250403t032619p02026-A/emi20250403t032619p02026-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/03/emi20250403t032619p02026-A/emi20250403t032619p02026-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250403T032619_2509302_026,
emi20250406t023914p02010-A,37.17909038367304,106.7520383217103,2025-04-06 02:39:14+00:00,Coal Mining (1B1a),CH4,mfa,"[106.72468568301478, 37.14949396272667, 106.79320256109783, 37.204086477922054]",emi,production,2025-05-30 13:22:59.053285+00:00,2025-05-30 13:22:59.110880+00:00,v3,3.15.1,,,,1628.4473679051669,855.1015645793364,4.768518518518518,0.3218175406848657,299.33584037688144,4.644703151413987,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/06/emi20250406t023914p02010-A/emi20250406t023914p02010-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/06/emi20250406t023914p02010-A/emi20250406t023914p02010-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/04/06/emi20250406t023914p02010-A/emi20250406t023914p02010-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/06/emi20250406t023914p02010-A/emi20250406t023914p02010-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/06/emi20250406t023914p02010-A/emi20250406t023914p02010-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250406T023914_2509602_010,
emi20250412t213417p14032-A,31.232014481056027,-103.161313344727,2025-04-12 21:34:17+00:00,Oil & Gas (1B2),CH4,mfa,"[-103.19026970941341, 31.198132342798772, -103.12200761528591, 31.25650442715714]",emi,production,2025-05-30 13:27:33.880341+00:00,2025-05-30 13:27:33.935750+00:00,v3,3.15.0,,,,3596.516743637435,1689.043205992436,4.272167682647705,1.6175369024276731,210.8922119140625,21.99807357788086,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/12/emi20250412t213417p14032-A/emi20250412t213417p14032-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/12/emi20250412t213417p14032-A/emi20250412t213417p14032-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/04/12/emi20250412t213417p14032-A/emi20250412t213417p14032-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/12/emi20250412t213417p14032-A/emi20250412t213417p14032-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/12/emi20250412t213417p14032-A/emi20250412t213417p14032-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250412T213405_2510214_031,
emi20250420t182309p12030-B,32.67523445810943,-104.04882470392742,2025-04-20 18:23:09+00:00,Oil & Gas (1B2),CH4,mfa,"[-104.07757864471795, 32.64690558961417, -104.00952240605581, 32.70468930495615]",emi,production,2025-05-30 13:27:03.283734+00:00,2025-05-30 13:27:03.348683+00:00,v3,3.16.0,,,,1795.6389608517536,465.7342631129381,3.653108596801758,0.5267982482910156,305.1325988769531,8.371586799621582,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/20/emi20250420t182309p12030-B/emi20250420t182309p12030-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/20/emi20250420t182309p12030-B/emi20250420t182309p12030-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/04/20/emi20250420t182309p12030-B/emi20250420t182309p12030-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/20/emi20250420t182309p12030-B/emi20250420t182309p12030-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/20/emi20250420t182309p12030-B/emi20250420t182309p12030-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250420T182309_2511012_030,
emi20250421t173559p11026-A,32.351943849828004,-97.20644296605474,2025-04-21 17:35:59+00:00,Solid Waste (6A),CH4,mfa,"[-97.24504260578338, 32.322704385486325, -97.17729472001523, 32.380434147360575]",emi,production,2025-05-30 13:19:18.155651+00:00,2025-05-30 13:19:18.271574+00:00,v3,3.15.0,,,,760.1836731893521,295.8023859875973,1.4921225309371948,0.4250125288963318,71.60088348388672,21.69390106201172,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/21/emi20250421t173559p11026-A/emi20250421t173559p11026-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/21/emi20250421t173559p11026-A/emi20250421t173559p11026-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/04/21/emi20250421t173559p11026-A/emi20250421t173559p11026-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/21/emi20250421t173559p11026-A/emi20250421t173559p11026-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/04/21/emi20250421t173559p11026-A/emi20250421t173559p11026-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250421T173559_2511111_026,
emi20250501t125402p08002-A,30.23048247370156,-82.04270641986045,2025-05-01 12:54:02+00:00,Solid Waste (6A),CH4,mfa,"[-82.07948187084736, 30.207961138613427, -82.01213903625104, 30.26614193142804]",emi,production,2025-09-12 17:23:25.545337+00:00,2025-09-12 17:23:29.046046+00:00,v3,3.26.0,,,,4689.554605877064,3433.5850726734943,1.9992833137512207,1.446299433708191,117.28711700439452,63.760066986083984,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t125402p08002-A/emi20250501t125402p08002-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t125402p08002-A/emi20250501t125402p08002-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/05/01/emi20250501t125402p08002-A/emi20250501t125402p08002-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t125402p08002-A/emi20250501t125402p08002-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t125402p08002-A/emi20250501t125402p08002-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250501T125402_2512108_002,
emi20250501t143741p09014-A,-2.073958810480235,-79.96017571929102,2025-05-01 14:37:41+00:00,Solid Waste (6A),CH4,mfa,"[-79.98021634820297, -2.1093003578232428, -79.91840236455685, -2.0480689244795083]",emi,production,2025-09-12 20:14:56.842475+00:00,2025-09-12 20:14:56.937717+00:00,v3,3.21.0,,,,,,1.3703703703703702,0.302027896857409,203.3309196185259,4.991243295101877,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t143741p09014-A/emi20250501t143741p09014-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t143741p09014-A/emi20250501t143741p09014-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/05/01/emi20250501t143741p09014-A/emi20250501t143741p09014-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t143741p09014-A/emi20250501t143741p09014-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/01/emi20250501t143741p09014-A/emi20250501t143741p09014-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250501T143741_2512109_014,
emi20250502t025229p02003-A,22.79468335641387,72.60453266621397,2025-05-02 02:52:29+00:00,Oil & Gas (1B2),CH4,mfa,"[72.58164807420978, 22.76837089349614, 72.64738724379288, 22.8289739979708]",emi,production,2025-09-12 20:03:19.050072+00:00,2025-09-12 20:03:19.107678+00:00,v3,3.21.0,,,,2306.478088561141,406.97892107162033,2.6481481481481484,0.013094570021973,288.0061151618099,5.719034306955694,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-A/emi20250502t025229p02003-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-A/emi20250502t025229p02003-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-A/emi20250502t025229p02003-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-A/emi20250502t025229p02003-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-A/emi20250502t025229p02003-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250502T025229_2512202_003,
emi20250502t025229p02003-B,22.79930863368729,72.58333021523936,2025-05-02 02:52:29+00:00,Solid Waste (6A),CH4,mfa,"[72.55608553071727, 22.77585193999154, 72.62182518067765, 22.835929860864987]",emi,production,2025-06-25 14:15:34.480571+00:00,2025-06-25 14:15:34.558245+00:00,v3,3.21.0,,,,2379.903873646909,436.92513073692754,2.6481481481481484,0.013094570021973,288.0061151618099,5.719034306955694,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-B/emi20250502t025229p02003-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-B/emi20250502t025229p02003-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-B/emi20250502t025229p02003-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-B/emi20250502t025229p02003-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-B/emi20250502t025229p02003-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250502T025229_2512202_003,
emi20250502t025229p02003-C,22.983422298817885,72.56694562179462,2025-05-02 02:52:29+00:00,Solid Waste (6A),CH4,mfa,"[72.53933566419659, 22.952199791927445, 72.60458991466876, 23.01227454410323]",emi,production,2025-06-25 14:15:34.480571+00:00,2025-06-25 14:15:34.827628+00:00,v3,3.21.0,,,,2784.428256788652,333.55073820163204,2.2777777777777777,0.0680413817439771,287.00652234094207,5.660303462107535,ecmwf_ifs,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-C/emi20250502t025229p02003-C_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-C/emi20250502t025229p02003-C_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-C/emi20250502t025229p02003-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-C/emi20250502t025229p02003-C_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2025/05/02/emi20250502t025229p02003-C/emi20250502t025229p02003-C_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20250502T025229_2512202_003,
