plume_id,plume_latitude,plume_longitude,datetime,ipcc_sector,gas,emission_cmf_type,plume_bounds,instrument,mission_phase,published_at,modified,emission_version,processing_software,gsd,sensitivity_mode,off_nadir,emission_auto,emission_uncertainty_auto,wind_speed_avg_auto,wind_speed_std_auto,wind_direction_avg_auto,wind_direction_std_auto,wind_source_auto,platform,provider,plume_tif,plume_png,con_tif,rgb_tif,rgb_png,has_emit,emit_granule_id,sim_path,mask_path
emi20230824t175337p12023-B,32.28124613282377,-101.92873903821524,2023-08-24 17:53:37+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.96440928326474, 32.26134725539049, -101.89523463804426, 32.32032364977347]",emi,production,2023-11-23 06:33:26.087856+00:00,2025-03-25 22:37:35.915589+00:00,v3,3.18.1,,,,5443.103658621342,452.47521202120777,5.266976833343506,0.24151511490345,170.44541931152344,2.4830102920532227,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-B/emi20230824t175337p12023-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-B/emi20230824t175337p12023-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-B/emi20230824t175337p12023-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-B/emi20230824t175337p12023-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-B/emi20230824t175337p12023-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175337_2323612_023,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175337p12023-B_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175337p12023-B/mask_30m_512.tif
emi20230824t175337p12023-C,32.35808806051959,-102.13268493634185,2023-08-24 17:53:37+00:00,Oil & Gas (1B2),CH4,mfa,"[-102.16979034272624, 32.33427433379363, -102.10054868153415, 32.392760609556134]",emi,production,2023-11-24 21:40:28.419221+00:00,2025-03-25 22:38:34.847888+00:00,v3,3.18.1,,,,1327.5724839286693,430.7628277179436,5.296933650970459,0.3809595704078674,166.86932373046875,2.1020352840423584,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-C/emi20230824t175337p12023-C_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-C/emi20230824t175337p12023-C_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-C/emi20230824t175337p12023-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-C/emi20230824t175337p12023-C_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-C/emi20230824t175337p12023-C_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175337_2323612_023,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175337p12023-C_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175337p12023-C/mask_30m_512.tif
emi20230824t175337p12023-D,32.48041129245351,-101.91523544387093,2023-08-24 17:53:37+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.95370218035448, 32.45753786365882, -101.88437870390815, 32.51651290770328]",emi,production,2023-11-23 06:33:26.112284+00:00,2025-03-25 22:38:56.172396+00:00,v3,3.18.1,,,,1652.0136084059789,451.45062107447,5.226860523223877,0.2882491052150726,170.59359741210938,1.6513748168945312,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-D/emi20230824t175337p12023-D_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-D/emi20230824t175337p12023-D_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-D/emi20230824t175337p12023-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-D/emi20230824t175337p12023-D_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-D/emi20230824t175337p12023-D_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175337_2323612_023,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175337p12023-D_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175337p12023-D/mask_30m_512.tif
emi20230824t175337p12023-E,32.37615338531914,-101.79055262810608,2023-08-24 17:53:37+00:00,,CH4,mfa,"[-101.82795944577585, 32.352194269680986, -101.75931243791145, 32.41016692956646]",emi,production,2023-11-24 21:40:28.480828+00:00,2025-03-25 22:39:02.273263+00:00,v3,3.18.1,,,,,,5.285451889038086,0.200153037905693,169.81199645996094,1.8828012943267824,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-E/emi20230824t175337p12023-E_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-E/emi20230824t175337p12023-E_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-E/emi20230824t175337p12023-E_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-E/emi20230824t175337p12023-E_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-E/emi20230824t175337p12023-E_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175337_2323612_023,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175337p12023-E_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175337p12023-E/mask_30m_512.tif
emi20230824t175337p12023-F,32.20132876713993,-101.99467689484672,2023-08-24 17:53:37+00:00,Oil & Gas (1B2),CH4,mfa,"[-102.02913307792747, 32.175686792503576, -101.96002037274454, 32.23466598282651]",emi,production,2023-11-24 21:40:28.498657+00:00,2025-03-25 22:39:09.335646+00:00,v3,3.18.1,,,,1552.2526939160705,416.0954465215898,5.268910884857178,0.2058560103178024,166.9687957763672,2.83423376083374,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-F/emi20230824t175337p12023-F_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-F/emi20230824t175337p12023-F_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-F/emi20230824t175337p12023-F_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-F/emi20230824t175337p12023-F_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175337p12023-F/emi20230824t175337p12023-F_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175337_2323612_023,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175337p12023-F_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175337p12023-F/mask_30m_512.tif
emi20230824t175349p12024-A,31.753005311342136,-101.78231248517751,2023-08-24 17:53:49+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.81557455541267, 31.73073867163075, -101.74779354593188, 31.78887143943052]",emi,production,2023-11-23 06:33:25.996356+00:00,2025-03-25 23:04:05.767240+00:00,v3,3.18.1,,,,1101.017923926727,216.74839055117843,4.855525493621826,0.2198685556650161,166.8837432861328,3.738337755203247,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-A/emi20230824t175349p12024-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-A/emi20230824t175349p12024-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-A/emi20230824t175349p12024-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-A/emi20230824t175349p12024-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-A/emi20230824t175349p12024-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175349p12024-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175349p12024-A/mask_30m_512.tif
emi20230824t175349p12024-B,31.844957659429,-101.77195499113644,2023-08-24 17:53:49+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.80711067352526, 31.819908252634228, -101.73749423726375, 31.878542065614003]",emi,production,2023-11-23 06:33:26.019791+00:00,2025-03-25 23:04:06.557444+00:00,v3,3.18.1,,,,1413.290834595998,383.28521938753073,4.839793682098389,0.2836878299713135,166.70526123046875,3.797975540161133,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-B/emi20230824t175349p12024-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-B/emi20230824t175349p12024-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-B/emi20230824t175349p12024-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-B/emi20230824t175349p12024-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-B/emi20230824t175349p12024-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175349p12024-B_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175349p12024-B/mask_30m_512.tif
emi20230824t175349p12024-C,31.85774556587309,-101.76469292337694,2023-08-24 17:53:49+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.79893433368551, 31.842185740676296, -101.73048290764521, 31.900317201339906]",emi,production,2023-11-23 06:33:26.041996+00:00,2025-03-25 23:04:16.314518+00:00,v3,3.18.1,,,,983.1933367786486,284.8099289338511,4.839793682098389,0.2836878299713135,166.70526123046875,3.797975540161133,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-C/emi20230824t175349p12024-C_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-C/emi20230824t175349p12024-C_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-C/emi20230824t175349p12024-C_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-C/emi20230824t175349p12024-C_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-C/emi20230824t175349p12024-C_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175349p12024-C_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175349p12024-C/mask_30m_512.tif
emi20230824t175349p12024-D,31.832812928457173,-101.78366323005191,2023-08-24 17:53:49+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.82744761086688, 31.811413829348165, -101.75902013170601, 31.869544350038915]",emi,production,2023-11-23 06:33:26.133064+00:00,2025-03-25 23:33:56.358479+00:00,v3,3.18.1,,,,1146.3656773649925,377.03155060001535,4.781339645385742,0.2900593280792236,167.3367919921875,3.714078664779663,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-D/emi20230824t175349p12024-D_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-D/emi20230824t175349p12024-D_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-D/emi20230824t175349p12024-D_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-D/emi20230824t175349p12024-D_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/24/emi20230824t175349p12024-D/emi20230824t175349p12024-D_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230824T175349_2323612_024,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230824t175349p12024-D_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230824t175349p12024-D/mask_30m_512.tif
emi20230828t161704p11003-A,32.36331598236808,-101.32833142619822,2023-08-28 16:17:04+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.37343952578281, 32.329919051552245, -101.3055421928838, 32.38777150675686]",emi,production,2024-12-17 19:08:34.292324+00:00,2025-03-25 22:52:41.249634+00:00,v3,3.18.1,,,,2052.179764321316,266.57446331419914,5.864673614501953,0.3748906254768371,68.83740234375,7.138741493225098,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/28/emi20230828t161704p11003-A/emi20230828t161704p11003-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/28/emi20230828t161704p11003-A/emi20230828t161704p11003-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/08/28/emi20230828t161704p11003-A/emi20230828t161704p11003-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/28/emi20230828t161704p11003-A/emi20230828t161704p11003-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/08/28/emi20230828t161704p11003-A/emi20230828t161704p11003-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230828T161704_2324011_003,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230828t161704p11003-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230828t161704p11003-A/mask_30m_512.tif
emi20230923t214649p14012-A,31.30619447511592,-101.35893120463028,2023-09-23 21:46:49+00:00,Oil & Gas (1B2),CH4,mfa,"[-101.39032608766749, 31.281471221693685, -101.32275386157066, 31.339202568360005]",emi,production,2024-01-09 17:44:35.498259+00:00,2025-03-25 23:00:35.289962+00:00,v3,3.18.1,,,,1707.2902176097934,222.00490148154725,1.777023196220398,0.0570816099643707,230.1629638671875,14.809403419494627,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/09/23/emi20230923t214649p14012-A/emi20230923t214649p14012-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/09/23/emi20230923t214649p14012-A/emi20230923t214649p14012-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/09/23/emi20230923t214649p14012-A/emi20230923t214649p14012-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/09/23/emi20230923t214649p14012-A/emi20230923t214649p14012-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/09/23/emi20230923t214649p14012-A/emi20230923t214649p14012-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20230923T214649_2326614_012,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20230923t214649p14012-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20230923t214649p14012-A/mask_30m_512.tif
emi20231004t174732p12016-A,32.082797634333275,-104.48401553609727,2023-10-04 17:47:32+00:00,Oil & Gas (1B2),CH4,mfa,"[-104.5194246474354, 32.05443491207127, -104.45288176673681, 32.11081556141637]",emi,production,2024-02-15 20:06:42.501850+00:00,2025-03-25 22:51:37.431193+00:00,v3,3.18.1,,,,2077.101780840572,476.3728542619993,3.804930686950684,0.7006803154945374,104.3538818359375,78.04911804199219,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174732p12016-A/emi20231004t174732p12016-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174732p12016-A/emi20231004t174732p12016-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/10/04/emi20231004t174732p12016-A/emi20231004t174732p12016-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174732p12016-A/emi20231004t174732p12016-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174732p12016-A/emi20231004t174732p12016-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20231004T174732_2327712_016,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20231004t174732p12016-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20231004t174732p12016-A/mask_30m_512.tif
emi20231004t174744p12017-A,32.5842476953017,-104.17436591156512,2023-10-04 17:47:44+00:00,Oil & Gas (1B2),CH4,mfa,"[-104.19507171875944, 32.54331338624605, -104.1272250031112, 32.599996193079434]",emi,production,2024-02-02 00:20:16.210564+00:00,2025-03-25 23:30:46.773007+00:00,v3,3.18.1,,,,3830.7821707792223,700.4065897442345,2.343768835067749,0.3254912495613098,330.490234375,10.441025733947754,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-A/emi20231004t174744p12017-A_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-A/emi20231004t174744p12017-A_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-A/emi20231004t174744p12017-A_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-A/emi20231004t174744p12017-A_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-A/emi20231004t174744p12017-A_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20231004T174744_2327712_017,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20231004t174744p12017-A_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20231004t174744p12017-A/mask_30m_512.tif
emi20231004t174744p12017-B,32.76421127639169,-104.28790914362084,2023-10-04 17:47:44+00:00,Oil & Gas (1B2),CH4,mfa,"[-104.32079983443174, 32.733284539759296, -104.25281061526299, 32.78996577712699]",emi,production,2024-02-15 20:07:25.510516+00:00,2025-03-25 22:56:49.943461+00:00,v3,3.18.1,,,,1066.499307731903,553.712232398953,1.902639627456665,0.8322482705116272,4.843018054962158,16.3048038482666,hrrr,ISS,NASA-JPL EMIT,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-B/emi20231004t174744p12017-B_l3a-vis-ch4-mfa-v3_plume.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-B/emi20231004t174744p12017-B_l3a-vis-ch4-mfa-v3_plume.png,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-ime-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-B/emi20231004t174744p12017-B_l3a-ime-ch4-mfa-v3_ime-cmf-concentrations.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-B/emi20231004t174744p12017-B_l3a-vis-ch4-mfa-v3_rgb.tif,https://api.carbonmapper.org/api/v1/catalog/asset/l3a-vis-ch4-mfa-v3/2023/10/04/emi20231004t174744p12017-B/emi20231004t174744p12017-B_l3a-vis-ch4-mfa-v3_rgb.png,1,EMIT_L2A_RFL_001_20231004T174744_2327712_017,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/raw_data_dir_l89_L2SR/EMIT_simulated_landsat9/emi20231004t174744p12017-B_sim_L9.tif,/mnt/engg-leung/Research_No9_Methane_Emissions/Yuyao/Dataset/data_dir_l89_L2SR/plume_masks_l89_512/emi20231004t174744p12017-B/mask_30m_512.tif
