plume_id,error
emi20230221t093954p06016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230221t093954p06016-A/plume.tif
emi20230222t115823p08016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230222t115823p08016-A/plume.tif
emi20230223t111145p07010-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230223t111145p07010-A/plume.tif
emi20230224t181000p12020-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230224t181000p12020-A/plume.tif
emi20230225t080531p05007-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230225t080531p05007-A/plume.tif
emi20230225t080543p05008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230225t080543p05008-A/plume.tif
emi20230225t172314p11019-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230225t172314p11019-A/plume.tif
emi20230227t045909p03011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t045909p03011-A/plume.tif
emi20230227t063145p04009-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t063145p04009-A/plume.tif
emi20230227t063221p04012-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t063221p04012-A/plume.tif
emi20230227t063232p04013-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t063232p04013-D/plume.tif
emi20230227t063244p04014-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t063244p04014-A/plume.tif
emi20230227t063244p04014-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t063244p04014-B/plume.tif
emi20230227t063244p04014-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t063244p04014-C/plume.tif
emi20230227t063244p04014-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t063244p04014-D/plume.tif
emi20230227t172215p11009-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t172215p11009-A/plume.tif
emi20230227t172227p11010-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230227t172227p11010-A/plume.tif
emi20230228t163504p11003-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230228t163504p11003-A/plume.tif
emi20230228t163504p11003-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230228t163504p11003-B/plume.tif
emi20230325t120958p08036-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230325t120958p08036-A/plume.tif
emi20230325t121010p08037-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230325t121010p08037-B/plume.tif
emi20230325t121010p08037-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230325t121010p08037-C/plume.tif
emi20230326t142844p10039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t142844p10039-A/plume.tif
emi20230326t142844p10039-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t142844p10039-B/plume.tif
emi20230326t142844p10039-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t142844p10039-C/plume.tif
emi20230326t142844p10039-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t142844p10039-D/plume.tif
emi20230326t142844p10039-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t142844p10039-E/plume.tif
emi20230326t204045p14004-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t204045p14004-B/plume.tif
emi20230326t204045p14004-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t204045p14004-C/plume.tif
emi20230326t221358p15011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230326t221358p15011-A/plume.tif
emi20230327t120846p08040-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230327t120846p08040-A/plume.tif
emi20230327t120858p08041-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230327t120858p08041-A/plume.tif
emi20230327t120957p08046-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230327t120957p08046-A/plume.tif
emi20230327t134208p09041-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230327t134208p09041-B/plume.tif
emi20230330t111952p08038-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230330t111952p08038-B/plume.tif
emi20230330t125250p09037-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230330t125250p09037-A/plume.tif
emi20230330t125302p09038-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230330t125302p09038-A/plume.tif
emi20230330t125302p09038-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230330t125302p09038-B/plume.tif
emi20230330t125302p09038-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230330t125302p09038-C/plume.tif
emi20230330t125302p09038-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230330t125302p09038-D/plume.tif
emi20230331t120633p08041-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230331t120633p08041-A/plume.tif
emi20230401t190441p13014-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230401t190441p13014-B/plume.tif
emi20230402t195016p13002-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230402t195016p13002-A/plume.tif
emi20230403t081219p06030-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230403t081219p06030-A/plume.tif
emi20230403t094539p07039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230403t094539p07039-A/plume.tif
emi20230403t111837p08038-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230403t111837p08038-A/plume.tif
emi20230403t111837p08038-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230403t111837p08038-E/plume.tif
emi20230403t111849p08039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230403t111849p08039-A/plume.tif
emi20230403t111849p08039-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230403t111849p08039-B/plume.tif
emi20230404t085844p06039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230404t085844p06039-A/plume.tif
emi20230404t085908p06041-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230404t085908p06041-A/plume.tif
emi20230404t181642p12016-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230404t181642p12016-D/plume.tif
emi20230405t081246p06042-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230405t081246p06042-A/plume.tif
emi20230407t081044p06039-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230407t081044p06039-A/plume.tif
emi20230416t122203p08013-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230416t122203p08013-A/plume.tif
emi20230419t113323p08008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230419t113323p08008-A/plume.tif
emi20230420t104534p07015-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230420t104534p07015-A/plume.tif
emi20230420t182847p12010-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230420t182847p12010-C/plume.tif
emi20230420t200240p13025-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230420t200240p13025-A/plume.tif
emi20230421t191423p13022-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230421t191423p13022-A/plume.tif
emi20230421t191423p13022-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230421t191423p13022-B/plume.tif
emi20230422t091058p06018-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230422t091058p06018-A/plume.tif
emi20230422t091058p06018-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230422t091058p06018-B/plume.tif
emi20230422t091110p06019-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230422t091110p06019-A/plume.tif
emi20230422t091110p06019-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230422t091110p06019-C/plume.tif
emi20230423t112832p08014-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230423t112832p08014-A/plume.tif
emi20230423t112908p08017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230423t112908p08017-A/plume.tif
emi20230423t191220p13016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230423t191220p13016-A/plume.tif
emi20230423t191232p13017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230423t191232p13017-A/plume.tif
emi20230424t090806p06011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230424t090806p06011-A/plume.tif
emi20230424t090818p06012-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230424t090818p06012-A/plume.tif
emi20230424t182533p12027-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230424t182533p12027-A/plume.tif
emi20230424t182545p12028-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230424t182545p12028-B/plume.tif
emi20230424t182545p12028-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230424t182545p12028-F/plume.tif
emi20230424t182545p12028-G,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230424t182545p12028-G/plume.tif
emi20230426t060106p04027-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230426t060106p04027-A/plume.tif
emi20230426t073316p05015-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230426t073316p05015-B/plume.tif
emi20230426t182239p12010-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230426t182239p12010-A/plume.tif
emi20230428t073006p05004-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230428t073006p05004-A/plume.tif
emi20230428t090221p06007-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230428t090221p06007-B/plume.tif
emi20230428t090309p06011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230428t090309p06011-A/plume.tif
emi20230430t055532p04008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230430t055532p04008-A/plume.tif
emi20230430t055556p04010-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230430t055556p04010-A/plume.tif
emi20230430t164407p11001-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230430t164407p11001-A/plume.tif
emi20230526t142126p10040-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230526t142126p10040-A/plume.tif
emi20230526t142126p10040-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230526t142126p10040-B/plume.tif
emi20230526t142126p10040-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230526t142126p10040-C/plume.tif
emi20230530t093728p07032-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230530t093728p07032-A/plume.tif
emi20230531t102305p07042-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230531t102305p07042-A/plume.tif
emi20230531t102316p07043-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230531t102316p07043-A/plume.tif
emi20230601t093623p07042-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230601t093623p07042-A/plume.tif
emi20230602t084726p06035-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230602t084726p06035-A/plume.tif
emi20230602t084726p06035-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230602t084726p06035-B/plume.tif
emi20230603t093232p07038-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230603t093232p07038-A/plume.tif
emi20230603t171751p12004-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230603t171751p12004-A/plume.tif
emi20230603t171751p12004-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230603t171751p12004-B/plume.tif
emi20230604t180153p12014-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180153p12014-A/plume.tif
emi20230604t180205p12015-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180205p12015-A/plume.tif
emi20230604t180205p12015-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180205p12015-B/plume.tif
emi20230604t180205p12015-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180205p12015-C/plume.tif
emi20230604t180217p12016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180217p12016-A/plume.tif
emi20230604t180217p12016-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180217p12016-B/plume.tif
emi20230604t180229p12017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180229p12017-A/plume.tif
emi20230604t180229p12017-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230604t180229p12017-B/plume.tif
emi20230606t070919p05034-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230606t070919p05034-A/plume.tif
emi20230606t101459p07036-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230606t101459p07036-A/plume.tif
emi20230608t162322p11014-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162322p11014-A/plume.tif
emi20230608t162322p11014-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162322p11014-B/plume.tif
emi20230608t162322p11014-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162322p11014-D/plume.tif
emi20230608t162322p11014-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162322p11014-E/plume.tif
emi20230608t162322p11014-H,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162322p11014-H/plume.tif
emi20230608t162322p11014-I,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162322p11014-I/plume.tif
emi20230608t162322p11014-J,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162322p11014-J/plume.tif
emi20230608t162334p11015-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162334p11015-B/plume.tif
emi20230608t162334p11015-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162334p11015-C/plume.tif
emi20230608t162334p11015-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162334p11015-D/plume.tif
emi20230608t162334p11015-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162334p11015-E/plume.tif
emi20230608t162334p11015-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162334p11015-F/plume.tif
emi20230608t162346p11016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162346p11016-A/plume.tif
emi20230608t162346p11016-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162346p11016-B/plume.tif
emi20230608t162346p11016-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162346p11016-C/plume.tif
emi20230608t162346p11016-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162346p11016-D/plume.tif
emi20230608t162346p11016-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162346p11016-E/plume.tif
emi20230608t162346p11016-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230608t162346p11016-F/plume.tif
emi20230610t035759p03008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230610t035759p03008-A/plume.tif
emi20230610t053019p04006-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230610t053019p04006-A/plume.tif
emi20230610t053019p04006-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230610t053019p04006-B/plume.tif
emi20230610t053019p04006-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230610t053019p04006-C/plume.tif
emi20230610t053019p04006-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230610t053019p04006-D/plume.tif
emi20230610t053019p04006-G,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230610t053019p04006-G/plume.tif
emi20230611t061638p04003-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230611t061638p04003-A/plume.tif
emi20230616t211343p14025-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211343p14025-A/plume.tif
emi20230616t211419p14028-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211419p14028-A/plume.tif
emi20230616t211419p14028-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211419p14028-B/plume.tif
emi20230616t211419p14028-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211419p14028-C/plume.tif
emi20230616t211419p14028-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211419p14028-D/plume.tif
emi20230616t211419p14028-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211419p14028-E/plume.tif
emi20230616t211431p14029-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211431p14029-B/plume.tif
emi20230616t211431p14029-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230616t211431p14029-C/plume.tif
emi20230617t110830p07016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230617t110830p07016-A/plume.tif
emi20230617t141429p09001-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230617t141429p09001-A/plume.tif
emi20230620t193644p13023-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193644p13023-A/plume.tif
emi20230620t193644p13023-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193644p13023-B/plume.tif
emi20230620t193644p13023-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193644p13023-C/plume.tif
emi20230620t193656p13024-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193656p13024-A/plume.tif
emi20230620t193656p13024-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193656p13024-B/plume.tif
emi20230620t193656p13024-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193656p13024-D/plume.tif
emi20230620t193656p13024-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193656p13024-E/plume.tif
emi20230620t193656p13024-H,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193656p13024-H/plume.tif
emi20230620t193708p13025-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193708p13025-A/plume.tif
emi20230620t193708p13025-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193708p13025-B/plume.tif
emi20230620t193708p13025-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193708p13025-C/plume.tif
emi20230620t193708p13025-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193708p13025-D/plume.tif
emi20230620t193708p13025-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193708p13025-E/plume.tif
emi20230620t193708p13025-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193708p13025-F/plume.tif
emi20230620t193708p13025-I,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230620t193708p13025-I/plume.tif
emi20230622t101751p07005-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230622t101751p07005-A/plume.tif
emi20230622t115002p08008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230622t115002p08008-A/plume.tif
emi20230622t115014p08009-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230622t115014p08009-A/plume.tif
emi20230622t115037p08011-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230622t115037p08011-A/plume.tif
emi20230623t093007p06012-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230623t093007p06012-A/plume.tif
emi20230623t093007p06012-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230623t093007p06012-C/plume.tif
emi20230623t093007p06012-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230623t093007p06012-D/plume.tif
emi20230623t093007p06012-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230623t093007p06012-E/plume.tif
emi20230624t175855p12021-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230624t175855p12021-A/plume.tif
emi20230624t175855p12021-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230624t175855p12021-B/plume.tif
emi20230624t175855p12021-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230624t175855p12021-C/plume.tif
emi20230624t175907p12022-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230624t175907p12022-A/plume.tif
emi20230626t084004p06007-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230626t084004p06007-A/plume.tif
emi20230626t084016p06008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230626t084016p06008-A/plume.tif
emi20230626t101232p07010-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230626t101232p07010-A/plume.tif
emi20230626t101232p07010-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230626t101232p07010-B/plume.tif
emi20230626t101232p07010-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230626t101232p07010-C/plume.tif
emi20230626t101232p07010-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230626t101232p07010-D/plume.tif
emi20230626t101232p07010-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230626t101232p07010-E/plume.tif
emi20230627t075201p05006-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230627t075201p05006-A/plume.tif
emi20230627t153507p10005-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230627t153507p10005-A/plume.tif
emi20230627t153507p10005-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230627t153507p10005-B/plume.tif
emi20230627t153519p10006-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230627t153519p10006-A/plume.tif
emi20230627t170859p11025-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230627t170859p11025-A/plume.tif
emi20230629t061626p04015-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061626p04015-A/plume.tif
emi20230629t061626p04015-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061626p04015-B/plume.tif
emi20230629t061638p04016-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061638p04016-A/plume.tif
emi20230629t061638p04016-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061638p04016-B/plume.tif
emi20230629t061638p04016-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061638p04016-C/plume.tif
emi20230629t061638p04016-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061638p04016-D/plume.tif
emi20230629t061638p04016-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061638p04016-E/plume.tif
emi20230629t061650p04017-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061650p04017-A/plume.tif
emi20230629t061650p04017-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061650p04017-B/plume.tif
emi20230629t061650p04017-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061650p04017-C/plume.tif
emi20230629t061650p04017-D,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061650p04017-D/plume.tif
emi20230629t061650p04017-E,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061650p04017-E/plume.tif
emi20230629t061650p04017-F,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t061650p04017-F/plume.tif
emi20230629t092044p06007-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t092044p06007-A/plume.tif
emi20230629t092056p06008-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230629t092056p06008-A/plume.tif
emi20230630t161728p11004-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230630t161728p11004-C/plume.tif
emi20230725t100701p07013-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230725t100701p07013-A/plume.tif
emi20230725t113927p08036-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230725t113927p08036-A/plume.tif
emi20230725t113927p08036-B,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230725t113927p08036-B/plume.tif
emi20230725t113927p08036-C,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230725t113927p08036-C/plume.tif
emi20230726t122427p08038-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230726t122427p08038-A/plume.tif
emi20230728t122247p08038-A,Source mask missing: /data2/yuyao/methane_emission/carbon_mapper_data_masks/emi20230728t122247p08038-A/plume.tif
