wavelength,b1,b2,b3,b4,b5,b6,b7
522.00000061596,0.0,0.000725,0.004315,0.0,0.0,0.0,0.0
522.99999975419,0.0,0.000453,0.006135,0.0,0.0,0.0,0.0
523.9999990568,0.0,0.000304,0.009184,0.0,0.0,0.0,0.0
525.0000013125,0.0,0.000228,0.013328,0.0,0.0,0.0,0.0
526.00000122032,0.0,0.000193,0.020063,0.0,0.0,0.0,0.0
526.9999991199101,0.0,0.000185,0.031208,0.0,0.0,0.0,0.0
528.00000109824,0.0,0.000196,0.049592,0.0,0.0,0.0,0.0
528.99999950803,0.0,0.000215,0.083921,0.0,0.0,0.0,0.0
530.000000795,0.0,0.00023,0.142274,0.0,0.0,0.0,0.0
531.00000038763,0.0,0.0,0.237645,0.0,0.0,0.0,0.0
531.9999994679999,0.0,0.0,0.382565,0.0,0.0,0.0,0.0
532.99999939771,0.0,0.0,0.528055,0.0,0.0,0.0,0.0
533.99999886792,0.0,0.0,0.725553,0.0,0.0,0.0,0.0
534.999999572,0.0,0.0,0.861003,0.0,0.0,0.0,0.0
536.0000005145599,0.0,0.0,0.91004,0.0,0.0,0.0,0.0
537.00000084309,0.0,0.0,0.951415,0.0,0.0,0.0,0.0
537.99999984936,0.0,0.0,0.960259,0.0,0.0,0.0,0.0
538.99999987603,0.0,0.0,0.960948,0.0,0.0,0.0,0.0
540.0000005400001,0.0,0.0,0.957969,0.0,0.0,0.0,0.0
540.99999867996,0.0,0.0,0.959614,0.0,0.0,0.0,0.0
542.0000000542,0.0,0.0,0.961039,0.0,0.0,0.0,0.0
542.99999886513,0.0,0.0,0.967824,0.0,0.0,0.0,0.0
544.00000121856,0.0,0.0,0.967478,0.0,0.0,0.0,0.0
544.99999861025,0.0,0.0,0.97104,0.0,0.0,0.0,0.0
